発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1994-09-16,セガ,ドラゴンスレイヤー英雄伝説,-,9,RPG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-09-23,コナミ,スパークスターロケットナイトアドベンチャーズ2,31,6,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-09-30,セガ,幽☆遊☆白書魔強統一戦,-,12,ACT,"￥8,800","￥9,000代",8,MD,,菊地徹彦,右京雅生|八井田満,菊地徹彦|荻野誠,村田智|鈴木勝彦|畑亜貴|半沢紀雄,,,
1994-10-21,カプコン,ロックマンメガワールド,-,9,ACT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1994-10-28,セガ,ソニック＆ナックルズ,30,9,ACT,"￥7,800","￥8,000代",7,MD,,安原広和,中裕司|浜野隆弘|山元雅信,安原広和|よしだひさよし|飯塚隆|湯田高志|青木國武|横川聡,en:Howard Drossin|瀬上純,,中山隼雄|中裕司|豊田信夫,
1994-10-28,セガ,ソニック＆ナックルズ+その他,-,10,ACT,-,-,0,MD,,,,,,,,
1994-10-28,セガ,ソニック＆ナックルズ+ソニック1,-,11,ACT,-,-,0,MD,,,,,,,,
1994-10-28,セガ,ソニック＆ナックルズ+ソニック2,-,13,ACT,-,-,0,MD,,,,,,,,
1994-10-28,セガ,ソニック＆ナックルズ+ソニック3,-,14,ACT,-,-,0,MD,,,,,,,,
1994-11-18,アトラス,豪血寺一族,-,12,ACT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-11-19,セガ,サムライスピリッツ,-,12,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-12-02,コンパイル,ぷよぷよ通,-,9,PZL,"￥6,800","￥7,000代",12,MD,,,,,,,,
1994-12-03,セガ,DOOM,30,9,SHT,"￥7,800","￥8,000代",0,32X,,,ジョン・D・カーマック|ジョン・ロメロ|デイブ・テイラー,ジョン・ロメロ|トム・ホール|サンディ・ピーターセン|エイドリアン・カーマック|ケヴィン・クラウド,ボビー・プリンス,,,
1994-12-03,セガ,スターウォーズ・アーケード,-,12,SHT,"￥8,800","￥9,000代",0,32X,,,,,,,,
1994-12-03,セガ,スペースハリアー,-,9,SHT,"￥4,980","￥5,000代",0,32X,,藤井睦弘(セガ・マークIII),三船敏(アーケード)|川竹英士(アーケード)|中裕司(セガ・マークIII),鈴木裕(アーケード)|麻生宏(アーケード)|津田知介(アーケード)|永田英朗(アーケード)|貞森康毅(セガ・マークIII),川口博史(アーケード)|鈴木裕(アーケード)|上保徳彦(セガ・マークIII),中裕司(セガ・マークIII)|藤井睦弘(セガ・マークIII)|百田浩司(セガ・マークIII),金成貫(アーケード)|中裕司(セガ・マークIII),
1994-12-09,セガ,ストーリー・オブ・トア光を継ぐ者,-,12,RPG,"￥8,800","￥9,000代",0,MD,,,高橋幸生|小山英樹|河野明敏,内村語|古代彩乃|有賀ヒトシ,古代祐三,小川珠里,古代祐三,
1994-12-09,ヴァージン,ライオンキング,-,12,ACT,"￥7,800","￥8,000代",0,MD,,,,,ハンス・ジマー,なし,,
1994-12-16,アルトロン,トムとジェリー,-,6,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-12-16,アクレイム,ナイジェルマンセル・インディカー,-,9,RCG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-12-16,セガ,バーチャレーシングデラックス,-,12,RCG,"￥8,800","￥9,000代",0,32X,,,,,,,,
1994-12-16,カプコン,ミッキーとミニーマジカルアドベンチャー2,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,篠原雅嗣,,友澤眞,,ノア・ダッドレー|ゲーリー・グレイパー,
1994-12-20,テクモ,テクモスーパーボウル2スペシャルエディション,-,9,SPT,"￥9,980","￥10,000代",0,MD,,,,,,,,
1995-01-13,セガ,アフターバーナー・コンプリート,-,9,SHT,"￥4,980","￥5,000代",0,32X,,,,,,,,
1995-01-13,セガ,イチダントアール,31,9,TBL,"￥6,800","￥7,000代",0,MD,,,,,,,,
1995-01-20,セガ,ドラゴンスレイヤー英雄伝説II,-,9,RPG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1995-01-27,セガ,サイバーブロール,-,12,ACT,"￥7,800","￥8,000代",0,32X,,,,,,,,
1995-02-17,セガ,リスター・ザ・シューティングスター,-,9,ACT,"￥6,800","￥7,000代",0,MD,,,金子博政|吉田茂|ひらいなおみ|松本卓也,西野陽|新村岳史|三宅拓巳|上川祐司,佐々木朋子,,麻生宏|押谷眞|石井洋児|金成実,
1995-02-24,セガ,GOLFMAGAZINEPRESENTS36GREATHOLESSTARRINGFREDCOUPLES,-,12,SPT,"￥8,800","￥9,000代",0,32X,,,,,,,,
1995-02-24,アクレイム,NBAJAMトーナメントエディション,-,12,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1995-02-24,アクレイム,NFLクォーターバッククラブ'95,-,12,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1995-02-24,セガ,エイリアンソルジャー,-,9,ACT,"￥6,800","￥7,000代",0,MD,,,菅波秀幸,進藤要,半沢紀雄,,菅波秀幸,
1995-02-24,セガ,メタルヘッド,-,12,ACT,"￥7,800","￥8,000代",0,32X,,,,,,,,
1995-03-17,セガ,サージングオーラ,-,9,RPG,"￥8,800","￥9,000代",0,MD,,,,いのまたむつみ,,林田浩太郎,,
1995-03-24,セガ,TEMPO,-,12,ACT,"￥7,800","￥8,000代",0,32X,,,,,,,,
1995-03-31,セガ,ミッキーマニア,30,9,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1995-04-21,セガ,カオティクス,-,12,ACT,"￥7,800","￥8,000代",0,32X,,小林正英|中村篤彦|なかざわなおひさ,岡本浩|矢島利明,福津浩|三浦桂介|小野健一|工藤稜|三宅拓巳|石渡爾奈|星野一幸|ソエジマヤスフミ,白津順子|南波真理子,,麻生宏|押谷眞|マイク・ラーセン,
1995-04-26,セガ,ステラアサルト,-,9,SHT,"￥7,800","￥8,000代",0,32X,,,,,,,,
1995-04-28,バンダイ,テレビアニメ・スラムダンク強豪真っ向対決!,-,9,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1995-04-28,アクレイム,トゥルーライズ,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,,,ブラッド・フィーデル,クロード・ジディ|シモン・ミシェル|ディディエ・カミンカ,,
1995-05-19,アクレイム,モータルコンバットII究極神拳,-,14,ACT,"￥9,800","￥10,000代",0,32X,,,,,,,,
1995-05-26,アクレイム,マキシマムカーネイジ,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1995-05-26,セガ,ライトクルセイダー,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,石田和彦|前川正人,井内洋|荻野誠|進藤要|木村幸一,畑亜貴,,,
1995-07-14,アクレイム,NFLクォーターバッククラブ'95,-,12,SPT,"￥8,800","￥9,000代",0,32X,,,,,,,,
1995-07-14,セガ,パラスコード,-,9,SHT,"￥7,800","￥8,000代",0,32X,,,,,,,,
1995-07-21,セガ,超球界ミラクルナイン,-,9,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1995-07-28,光栄,三國志IV,-,14,SLG,"￥14,800","￥15,000代",0,32X,,,,,長生淳|久保田邦夫,,シブサワ・コウ,
1995-08-04,セガ,プロストライカーファイナルステージ,-,9,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1995-09-01,アクレイム,NBAジャム・トーナメントエディション,-,14,SPT,"￥9,800","￥10,000代",0,32X,,,,,,,,
1995-09-01,アクレイム,WWFRAW,-,14,SPT,"￥9,800","￥10,000代",0,32X,,,,,def rebel,エド・コスキー|RAW構成作家,ビンス・マクマホン|ケビン・ダン|トリプルH,
1995-09-01,セガ,コミックスゾーン,30,9,ACT,"￥7,800","￥8,000代",0,MD,,エイドリアン・スティーブンス,エイドリアン・スティーブンス,ピーター・モラウィエク|ピーター・モラウィエク|トニー・デズニーガ(英語版)|アレックス・ニーニョ(英語版),ハワード・ドロシン,,マイケル・ウォーリス,
1995-09-01,アクレイム,ジャスティスリーグ,-,12,ACT,"￥8,800","￥9,000代",0,MD,,,,,ダニー・エルフマン,DCコミックス,,
1995-09-01,アクレイム,ジャッジ・ドレッド,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,,,アラン・シルヴェストリ,キャラクター創造|ジョン・ワグナー|カルロス・エスクエラ,,
1995-09-22,セガ,ジ・ウーズ,-,6,ACT,"￥5,800","￥6,000代",0,MD,,,デイヴ・サナー,ジェイソン・クオ|スティーグ・ヘドランド(英語版)|デイヴ・サナー|ボブ・スティール|ジョン・デュガン,ハワード・ドロシン,,マイケル・ウォーリス,
1995-10-20,セガ,バーチャファイター,30,14,ACT,"￥7,800","￥8,000代",0,32X,,鈴木裕,池淵徹,石井精一,中村隆之,,鈴木裕,
1995-10-27,アクレイム,バットマンフォーエヴァー,-,12,ACT,"￥8,800","￥9,000代",0,MD,,,,,エリオット・ゴールデンサール,キャラクター創造|ボブ・ケイン,,
1995-10-27,アクレイム,フォアマンフォーリアル,-,12,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1995-12-22,セガ,ぺぺんがPENGO,-,6,ACT,"￥4,980","￥5,000代",0,MD,,,,,,,,
1995-12-31,アクレイム,WWFRAW,-,12,SPT,"￥8,800","￥9,000代",0,MD,,,,,def rebel,エド・コスキー|RAW構成作家,ビンス・マクマホン|ケビン・ダン|トリプルH,
1995-12-31,アクレイム,バーチャルバート,-,9,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1996-03-22,コンパイル,魔導物語I,-,9,RPG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1991-12-12,ウルフチーム,ソル・フィース💿,-,16,-,-,-,0,💿メガCD,,,谷裕紀彦,浜田忠司|山本利雄,桜庭統,おおつやまちしお,秋篠雅弘,
1991-12-12,マイクロネット,ヘビーノバ💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1991-12-14,シュールド・ウェーブ,ノスタルジア1907💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1991-12-20,ウルフチーム,アーネスト・エバンス💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1991-12-20,セガ,惑星ウッドストックファンキーホラーバンド💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1991-12-28,ゲームアーツ,天下布武英雄たちの咆哮💿,-,16,-,-,-,0,💿メガCD,,宮路武,大畑和幸|浜田憲一,上村眞理子|毛利彰,青島伸幸|石母田守|KASS|園田容子|西隆宏,上坂哲,宮路洋一,
1992-02-18,ウルフチーム,精霊神世紀フェイエリア💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-03-27,日本テレネット,コズミックファンタジーストーリーズ💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-04-17,日本テレネット,デスブリンガー秘められた紋章💿,-,16,-,-,-,0,💿メガCD,,,,,,,スピッツ|高橋信彦|笹路正徳|土方隆行,
1992-05-29,ウルフチーム,アイルロード💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-05-29,セガ,クイズスクランブルスペシャル💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-06-19,日本テレネット,魔法の少女シルキーリップ💿,-,16,-,-,-,0,💿メガCD,,遠藤正二朗,大竹リップ♡,木下崇,梅津貴陽,遠藤正二朗,小川史生,
1992-06-26,ゲームアーツ,ルナザ・シルバースター💿,-,16,-,-,-,11,💿メガCD,,,,窪岡俊之,溝口功|岩垂徳行|藤岡央|窪寺義明|渋谷道玄,重馬敬,宮路洋一,
1992-07-31,ホット・ビィ,デトネイター・オーガン💿,-,16,-,-,-,0,💿メガCD,,,,菊池通隆|幡池裕行[注 1]|柿沼秀樹[注 2]|山根公利[注 2]|阿久津潤一[注 2]|夢野れい[注 2],平沢進,柿沼秀樹,,
1992-08-07,ビクター,プリンス・オブ・ペルシャ💿,-,16,-,-,-,0,💿メガCD,,,ジョーダン・メックナー,ジョーダン・メックナー,フランシス・メックナー,,ブライアン・エーラー,
1992-08-28,ウルフチーム,サンダーストームFX💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-09-11,セガ,ブライ八玉の勇士伝説💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-09-25,セガ,ライズ・オブ・ザ・ドラゴン💿,30,16,ADV,"￥7,140","￥7,000代",0,💿メガCD,,ジェフ・タネル(英語版),ダリウス・ルーカス|リチャード・レイル|ケヴィン・ライアン,ジェフ・タネル|ランディ・ダルシャム|ロバート・カラコール,ドン・ラタルスキー(英語版)|クリストファー・スティーブンス(英語版),ジェリー・ラトレル|デヴィッド・セラ,,
1992-09-25,ビクター,ワンダードッグ💿,-,16,-,-,-,0,💿メガCD,,,,高橋沙妃,DÉ DÉ MOUSE|ミト,野島伸司,,
1992-10-23,マイクロネット,ブラックホールアサルト💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-10-30,セガ,プロ野球スーパーリーグCD💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-11-13,ウルフチーム,タイムギャル💿,-,16,-,-,-,0,💿メガCD,,,くりやまたかし,藤原英裕|今沢哲男|我妻宏,今村善雄,,,
1992-11-27,コンパイル,電忍アレスタ💿,-,16,-,-,-,0,💿メガCD,,渡辺孝行,TAKIN|山下孝一|広野隆行,渡辺孝行|龍王院弘|大西伸一|高島俊介|渡辺孝行,田中勝巳|嶋崎聡,,仁井谷正充,
1992-12-18,セガ,アフターバーナー3💿,-,16,-,-,-,0,💿メガCD,,鈴木裕|浜垣博志,三船敏,鈴木裕,川口博史,,中山隼雄,
1992-12-18,ウルフチーム,ロードブラスターFX💿,32,16,RCG,"￥8,190","￥8,000代",0,💿メガCD,,岸本良久,熊谷慎太郎,高山秀樹|稲野義信,,,,
1992-12-18,ゲームアーツ,ぎゅわんぶらあ自己中心派2激闘!東京マージャンランド編💿,30,16,TBL,"￥8,190","￥8,000代",6,💿メガCD,,,,,,,,
1992-12-25,ウルフチーム,天舞メガCDスペシャル💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-12-25,シムス,カプコンのクイズ殿様の野望💿,-,16,-,-,-,0,💿メガCD,,,松嶋延幸|中井一仁,飯島哲也|C.KANEMITSU|M.OKAZAKI|KITASAN|MARILYN HIGUCHI,松前真奈美|GIPS.PAPA,,岡本吉起,
1992-01-04,ビクター,ワンダーメガコレクション💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1992-07-26,BMGビクター,SING!!セガゲームミュージックPresentedbyB.B.クィーンズ💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1993-01-03,データウエスト,サイキック・ディテクティブ・シリーズVol.3AYA💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
1993-01-29,ゲームアーツ,ゆみみみっくす💿,-,16,-,-,-,0,💿メガCD,,岡部博明,小山洋幸|坂本順一|瀬川佳久|金井秀樹|工藤直樹|渡谷光浩,竹本泉,上條有|國島憲一|松田明男,竹本泉,宮路洋一|上坂哲,
1993-03-12,セガ,シムアース💿,-,16,-,-,-,0,💿メガCD,,,ダニエル・ゴールドマン|ポール・シュミット,フレッド・ハスラム|ウィル・ライト|ケイトリン・ミシェルデイトン|ピーター・ミシェルデイトン|ジェニー・マーティン|スーザン・グリーン,ヒース・ペーターソン,,スティーヴ・ベッカート,
1993-03-12,タイトー,ニンジャウォーリアーズ💿,-,16,-,-,-,0,💿メガCD,,緒方正樹,永田喜久|岩崎雄二|わたべよしゆき|緒方正樹|佐々木大輔,辻野浩司|石川幸生,小倉久佳,辻野浩司,末角要次郎,
1993-03-19,ビクター,ウルフチャイルド💿,-,16,-,-,-,0,💿メガCD,,,,,,,,
