発売日,メーカー,タイトル,バックアップメモリ,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2002-07-04,セガ,THEPINBALLOFTHEDEAD,5,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,コナミ,モンスターゲート,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,ＧＡエンタテイメント,信長異聞,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,コナミ,遊戯王デュエルモンスターズ7決闘都市伝説,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-05,任天堂,さくらももこのウキウキカーニバル,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-05,サンライズインタラクティブ,ハロボッツロボヒーローバトリング！！,1,2,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-11,タカラ,はめパメ東京ミュウミュウ,1,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,コナミ,DisneySports:Soccer,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-18,タカラ,HIGHHEATMajorLeagueBaseball2003,5,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,コナミ,クラッシュ・バンディクーアドバンス,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,コナミ,ヒカルの碁2,1,4,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,ハドソン,ピノビィー＆フィービィー,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,アルトロン,HotWheelsアドバンス,5,3,RCG,"￥4,800","￥5,000代",0,,,,フェデリコ・カルディーニ,,,,
2002-07-19,ティーディーケイコア,お花屋さん物語GBA,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,エム・ティー･オー,ときめき夢シリーズ(1)お花屋さんになろう！,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,アトラス,ハムスターパラダイスあどばんちゅ,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,スパイク,ファイアープロレスリング～夢の団体運営！～,3,4,SPT,"￥5,980","￥6,000代",0,,,,,,,,
2002-07-19,ナツメ,メダロットGカブトバージョン,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,ナツメ,メダロットGクワガタバージョン,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,アテナ,勝負師伝説哲也～甦る伝説～,5,3,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-19,カプコン,超魔界村R,5,2,ACT,"￥4,800","￥5,000代",0,,,篠原雅嗣|まついよしひろ,三並達也|山添公雄|松下進,山口真理,,藤原得郎,
2002-07-20,ユービーアイソフト,アイス・エイジ,6,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-25,コナミ,DisneySports:AmericanFootball,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,コナミ,DisneySports:Skateboarding,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,アイドスインタラクティブ,ゴーストトラップ,5,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,メディアカイト,バブルボブルOLD＆NEW,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,サクセス,Vマスタークロス,5,4,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-26,任天堂,カスタムロボGX,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,スマイルソフト,ガチャステ！ダイナデバイスブルー,3,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,スマイルソフト,ガチャステ！ダイナデバイスレッド,3,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,キングレコード,シャーマンキングカードゲーム超・占事略決2,1,3,CARD,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-02,バンプレスト,スーパーロボット大戦R,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-02,タイトー,スペースインベーダーEX,5,2,SHT,"￥4,200","￥4,000代",0,,,西角友宏,西角友宏,亀井道行,,,
2002-08-06,ナムコ,風のクロノアG2ドリームチャンプ・トーナメント,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-08,セガ,GREATESTNINE,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-08,タカラ,コンバットチョロQアドバンス大作戦,1,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-08,セガ,プロ野球チームをつくろう！アドバンス,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-09,エム・ティー･オー,なかよしペットアドバンスシリーズ(3)かわいい子猫,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-09,任天堂,ミッキーとミニーのマジカルクエスト,5,2,ACT,"￥4,800","￥5,000代",0,,,篠原雅嗣,山本尚司|大西淑文|石原雄二,山口真理|西村達也,,ノア・ダッドリー,
2002-08-10,カプコン,ロックマン＆フォルテ,5,3,ACT,"￥5,800","￥6,000代",0,,,篠原雅嗣|清水睦民|桑名正,鶴逸人|竹村学|有賀ヒトシ|岩本佳浩|出月こーじ,堀山俊彦|水田直志|海田明里,,稲船敬二,
2002-08-23,ナムコ,ミスタードリラーエースふしぎなパクテリア,1,3,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-23,コーエー,遙かなる時空の中で,5,3,ADV,"￥5,800","￥6,000代",0,,,,水野十子,,ルビー・パーティー,,
2002-08-29,トンキンハウス,姫騎士物語-PrincessBlue-,1,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-30,NECインターチャネル,BLACK/MATRIXZERO,5,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-05,セガ,J.LEAGUEプロサッカークラブをつくろう！アドバンス,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-06,任天堂,伝説のスタフィードリームチャンプ・トーナメント,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-12,アクレイムジャパン,ズーキューブ,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-13,マーベラス,ギャラクシーエンジェルゲームボーイアドバンス盛りだくさん天使のフルコースおかわり自由,5,4,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-20,エニックス,サムライエボリューション桜国ガイスト,1,2,RPG,"￥5,980","￥6,000代",0,,,,,,,,
2002-09-20,任天堂,スーパーマリオアドバンス3,5,2,ACT,"￥4,800","￥5,000代",56,,手塚卓志|中郷俊彦|日野重文|紺野秀樹,,日野重文|野上恒|飯村正宏|黒梅知明,近藤浩治,,宮本茂,
2002-09-26,コナミ,GROOVEADVENTURERAVE光と闇の大決戦2,1,3,ACT,"￥4,800","￥5,000代",0,,,,松島晃,川井憲次,岸間信明|十川誠志|隅沢克之|時村尚|吉岡たかを,,
2002-09-26,コナミ,エアフォースデルタ2,5,2,SHT,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,コトブキシステム,エッグマニアつかんで！まわして！どっすんぱず～る,6,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,カプコン,ストリートファイターZERO3↑,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,マーベラス,ちょびっツforGameboyAdvanceアタシだけのヒト,5,3,SLG,"￥5,800","￥6,000代",0,,,,阿部恒,高浪敬太郎,大川七瀬|金子弦二郎|大久保智康|玉井☆豪|植竹須美男|花田十輝|堀井明子,,
2002-09-27,ジョルダン,ファンシーポケット,1,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,アットマーク,メタルガン・スリンガー,5,3,ACT,"￥5,200","￥5,000代",0,,,,,,,,
2002-10-03,ＧＡエンタテイメント,南の海のオデッセイ,5,2,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-04,ティーディーケイコア,なかよし幼稚園すこやか園児育成ゲーム,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-10,コナミ,Jリーグウイニングイレブンアドバンス2002,5,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-17,コナミ,SILENTSCOPE,5,3,SHT,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-17,コナミ,コロッケ！夢のバンカーサバイバル！,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-18,カプコン,逆転裁判2,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-24,ハドソン,ボンバーマンジェッターズ伝説のボンバーマン,1,3,RPG,"￥4,800","￥5,000代",0,,赤石龍彌,,水野祥司|奈良井梢,田中あや|坂東章平,,藤原茂樹,
2002-10-25,エム・ティー･オー,MotoGP,5,2,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-25,メディアカイト,カードパーティ,6,3,TBL,"￥3,800","￥4,000代",0,,,,,,,,
2002-10-25,ブロッコリー,デ・ジ・キャラットでじこミュニケーション,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-25,ナムコ,テイルズオブザワールドなりきりダンジョン2,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,吉積信,
2002-10-25,エンターブレイン,ベストプレイプロ野球,3,2,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-25,マーベラス,モンスターファームアドバンス2,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-25,任天堂,星のカービィ夢の泉デラックス,1,3,ACT,"￥4,800","￥5,000代",87,,,,,,,,
2002-10-31,キキ,シルクとコットン,1,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-31,コナミ,ビーストシューター～めざせ闘獣王(ビーストキング)～,1,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-01,カルチャーブレーン,ファンタジックメルヘンのケーキ屋さん物語+動物キャラナビ占い個性心理学,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-14,ネットビレッジ,DANDOH！！Xi,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-11-14,コナミ,魂斗羅ハードスピリッツ,6,2,ACT,"￥4,800","￥5,000代",0,,,,,,,大瀧詠一,
2002-11-15,バンプレスト,FromTVanimationONEPIECE～ナナツ島の大秘宝～,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,ＰＣＣＷＪ,スキャンハンター～千年怪魚を追え！～,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,アトラス,真・女神転生デビルチルドレン闇の書,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,アトラス,真・女神転生デビルチルドレン光の書,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-21,任天堂,ポケットモンスターサファイア,4,3,RPG,"￥4,800","￥5,000代",262,,増田順一|田尻智,渡辺哲也(メイン)|曽我部仙史(バトルシステム)|玉田荘介(フィールドシステム)|ほか|多数,増田順一|森本茂樹|西野弘二|松島賢二|太田哲司|佐藤仁美|河内丸武史|下山田照幸|大森滋|たかはし ただし|杉森建(アートディレクター)|吉田宏信(メイングラフィックデザイン)|ほか|多数,一之瀬剛|青木森一|増田順一,増田順一(プロット)|西野弘二(プロット)|松宮稔展|とみさわ昭仁(プロットとシナリオ),陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2002-11-21,任天堂,ポケットモンスタールビー,4,3,RPG,"￥4,800","￥5,000代",255,,増田順一|田尻智,渡辺哲也(メイン)|曽我部仙史(バトルシステム)|玉田荘介(フィールドシステム)|ほか|多数,増田順一|森本茂樹|西野弘二|松島賢二|太田哲司|佐藤仁美|河内丸武史|下山田照幸|大森滋|たかはし ただし|杉森建(アートディレクター)|吉田宏信(メイングラフィックデザイン)|ほか|多数,一之瀬剛|青木森一|増田順一,増田順一(プロット)|西野弘二(プロット)|松宮稔展|とみさわ昭仁(プロットとシナリオ),陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2002-11-22,バンプレスト,スーパーロボット大戦ORIGINALGENERATION,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-11-22,エム・ティー･オー,ドキドキクッキングシリーズ(1)こむぎちゃんのハッピーケーキ,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-23,ＥＡスクウェア,ハリー・ポッターと秘密の部屋,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,コナミ,K-1ポケットグランプリ2,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,タカラ,チョロQアドバンス2,1,2,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,コナミ,実況ワールドサッカーポケット2,5,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-29,トミー,リトルバスターQ,1,3,RPG,"￥4,800","￥5,000代",0,,,,樋上いたる|Na-Ga|飯塚晴子|(原案:樋上いたる・Na-Ga)|飯塚晴子|(原案:樋上いたる・Na-Ga),折戸伸治・麻枝准・戸越まごめ・PMMK・三輪学・水月陵・岩崎健一郎,島田満・綾奈ゆにこ,,
2002-11-29,アテナ,彼岸花,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-05,コナミ,バス釣りしようぜ！～トーナメントは戦略だ！～,5,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,ケムコ,ウッディ・ウッドペッカー・クレイジーキャッスル5,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,バンプレスト,キン肉マン2世正義超人への道,5,4,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-06,任天堂,くるりんパラダイス,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,エポック社,シルバニアファミリー4めぐる季節のタペストリー,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,エンターブレイン,ダービースタリオンアドバンス,3,2,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-06,ユービーアイソフト,トゥームレイダー:プロフェシー,6,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,カプコン,バトルネットワークロックマンエグゼ3,1,3,RPG,"￥4,800","￥5,000代",50,,,,,,,,
2002-12-06,ケムコ,バルダーダッシュEX,5,2,PZL,"￥4,800","￥5,000代",0,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,
2002-12-06,ラディック,わたしのメイクサロン,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,ティーディーケイコア,志村けんのバカ殿様爆笑天下統一ゲーム,5,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章ダイチ編,1,3,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2002-12-06,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章タカオ編,1,3,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2002-12-12,コナミ,テニスの王子様-AimatTheVictory！-,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-12,エンターテインメント・ソフトウェア・パブリッシング,はじめの一歩THEFIGHTING！,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-12,コナミ,ミニモニ。おねがい☆お星さま！,5,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,エム・ティー･オー,アオ・ゾーラと仲間たち夢の冒険,5,2,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,ナムコ,クロノアヒーローズ伝説のスターメダル,5,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,キングレコード,シャーマンキング超・占事略決3,1,4,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,パシフィック・センチュリー・サイバーワークス・ジャパン,ダライアスR,5,2,SHT,"￥4,800","￥5,000代",0,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
2002-12-13,スクウェア,チョコボランド,1,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,エポック社,マジャイネーション,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,サクセス,モンスターメーカー4キラーダイス,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,サクセス,モンスターメーカー4フラッシュカード,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,ジョルダン,犬っこ倶楽部～福丸の大冒険～,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-19,コナミ,DisneySports:Basketball,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,セガ,SEGARALLY(セガラリー),1,3,RCG,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,セガ,ソニックアドバンス2,3,4,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,コナミ,ボボボーボ・ボーボボ奥義87.5爆烈鼻毛真挙,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-19,コナミ,わがまま☆フェアリーミルモでポン！～黄金マラカスの伝説～,5,2,ADV,"￥4,800","￥5,000代",0,,,,,,,宿利剛,
2002-12-20,メトロ・スリーディジャパン,アクロバットキッズ,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,メディアカイト,エレベーターアクションOLD＆NEW,5,3,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,カルチャーブレーン,おしゃれプリンセス2+動物キャラナビ占い個性心理学,5,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,ティーディーケイコア,まんが家デビュー物語お絵描きソフト＆まんが家育成ゲーム！,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,ナムコ,宇宙大作戦チョコベーダーウチュウからの侵略者,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,パシフィック・センチュリー・サイバーワークス・ジャパン,闘魂ヒート,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-24,カルチャーブレーン,ハムスター物語3GBA,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-25,メトロ・スリーディジャパン,DUALBLADES,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-25,ナツメ,メダロット弐COREカブトバージョン,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-26,コナミ,スパイロアドバンス,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-27,マーベラス,SAMURAIDEEPERKYO,5,3,ACT,"￥4,800","￥5,000代",0,,,,ふかざわまなぶ,樹海区狂奏楽団,十川誠志|小山田風狂子|川崎ヒロユキ|中瀬理香|田中哲生|荒川稔久,,
2002-12-27,サクセス,全日本少年サッカー大会2めざせ日本一！,3,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-01,マーベラス,THEKINGOFFIGHTERSEX2～HOWLINGBLOOD～,5,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2003-01-01,エム・ティー･オー,きせっこぐるみぃチェスティとぬいぐるみたちの魔法の冒険,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-03,シムス,エレミックス！,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-09,ＧＡエンタテイメント,不思議の国のアリス,0,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-10,ナムコ,ことばのパズルもじぴったんアドバンス,1,3,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-16,コナミ,DisneySports:Snowboarding,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2003-01-16,コナミ,ムゲンボーグ,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-23,コナミ,パワプロクンポケット5,1,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-23,エイベックス,犬夜叉奈落の罠！迷いの森の招待状,1,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-24,バンプレスト,マリー、エリー＆アニスのアトリエ～そよ風からの伝言～,5,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-13,コナミ,DisneySports:Motocross,5,4,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-14,スクウェア,ファイナルファンタジータクティクスアドバンス,3,4,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-14,任天堂,メトロイドフュージョン,1,3,ACT,"￥4,800","￥5,000代",0,,坂本賀勇,,山根知美,濱野美奈子|藤原玲,坂本賀勇,出石武宏,
2003-02-14,ＥＡスクウェア,ロード・オブ・ザ・リング/二つの塔,5,4,ACT,"￥4,800","￥5,000代",0,,,,,ハワード・ショア,J・R・R・トールキン,,
2003-02-20,コナミ,テニスの王子様2003COOLBLUE,1,4,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-20,コナミ,テニスの王子様2003PASSIONRED,1,4,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-21,サクセス,ロードランナー,5,2,ACT,"￥4,800","￥5,000代",0,,,,ダグラス・E・スミス,,,,
2003-02-27,コナミ,ホイッスル！第37回東京都中学校総合体育サッカー大会,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-27,コナミ,戦国革命外伝,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-07,ナムコ,テイルズオブザワールド～サモナーズリネージ～,1,3,SLG,"￥4,800","￥5,000代",0,,MASASHI KOYANAGI,,奥村大悟(キャラクターデザイン),TAMA,,TOSHIYA HARA,
2003-03-14,任天堂,ゼルダの伝説神々のトライフォース＆4つの剣,5,3,ACT,"￥4,800","￥5,000代",0,,山田洋一(神々のトライフォース)|藤林秀麿(4つの剣),,,竹原裕子(4つの剣)|近藤浩治(4つの剣),,手塚卓志(神々のトライフォース)|船水紀孝(4つの剣)|須藤克洋(4つの剣),
2003-03-14,スクウェア,ドキドキクッキングシリーズ(2)グルメキッチン～ステキなお弁当～,5,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2003-03-20,コナミ,GetBackers奪還屋～メトロポリス奪還作戦！～,3,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-20,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.1THEテーブルゲームコレクション,5,2,TBL,"￥2,960","￥3,000代",0,,,,,,,,
2003-03-20,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.2THEブロックくずし,5,2,PZL,"￥2,960","￥3,000代",0,,,,,,,,
2003-03-20,マーベラス,シスタープリンセス～リピュア～,5,3,ADV,"￥4,800","￥5,000代",0,,,,新田靖成,I've(ストーリーズ)|岡崎律子(キャラクターズ),,,
2003-03-20,ゲームビレッジ,激闘伝説ノア～ドリームマネージメント～,5,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2003-03-20,コナミ,遊戯王デュエルモンスターズ8破滅の大邪神,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-21,任天堂,メイドインワリオ,1,3,ACT,"￥4,800","￥5,000代",65,,松岡洋史,大澤和義,清武博二|竹内高,吉冨亮二,,出石武宏,
2003-03-28,エム・ティー･オー,DancingSowrd-閃光-,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,バンプレスト,FromTVanimationONEPIECEめざせ！キングオブベリー,1,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,カルチャーブレーン,パズル＆探偵コレクション,5,3,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,カプコン,ロックマンエグゼ3BLACK,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,アトラス,真・女神転生,1,3,RPG,"￥4,800","￥5,000代",0,,岡田耕始,佐藤雅美|岡田耕始|國枝剛|高木秀俊,伊藤龍太郎|藤岡一樹|しまだよしあき|鈴木一也(遊企画)|佐藤佐和子|村上哲也|片岡いずみ|高島志郎|金子一馬,増子司,鈴木一也|伊藤龍太郎,新野洋右,
2003-03-29,エニックス,ドラゴンクエストモンスターズキャラバンハート,5,3,RPG,"￥5,980","￥6,000代",63,,,,,,,,
2003-04-17,コナミ,遊戯王デュエルモンスターズインターナショナルワールドワイドエディション,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,トミー,ZOIDSSAGA2,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,エム・ティー･オー,エンジェル☆コレクションめざせ！学園のファッションリーダー,5,3,SLG,"￥4,800","￥5,000代",0,,,,,ナオト・インティライミ(作詞・作曲),,,
2003-04-18,ナツメ,メダロット弐COREクワガタバージョン,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,ビクター,牧場物語～ミネラルタウンのなかまたち～,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,コナミ,HUNTER×HUNTERみんな友だち大作戦！,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,フウキ,ZEROONE,5,4,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,タカラ,冒険遊記プラスターワールドプラストオンGP,1,3,RCG,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-24,タカラ,冒険遊記プラスターワールド伝説のプラストゲート,1,3,RPG,"￥5,800","￥6,000代",0,,おといずみたかひで,かわもとつとむ,キャラクターデザイン|神志那弘志|諏訪可奈恵フィギュア製作|アトリエ彩,橋本昌哉|ノイジークローク,藤長野火子,木村昭彦|石本隆史|なかやませい,
2003-04-24,エム・ティー･オー,魔法のパンプキン～アンとグレッグの大冒険～,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-25,エンターブレイン,RPGツクールアドバンス,3,3,ETC,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-25,キングレコード,あずまんが大王アドバンス,5,3,TBL,"￥5,800","￥6,000代",0,,,,浅野文彰|加藤やすひさ,栗原正己,あずまきよひこ,,
2003-04-25,コトブキシステム,キッドクラウンのクレイジーチェイス,0,0,ACT,"￥4,800","￥5,000代",0,,,しんどうこういち|かねゆききくお|まつおやすあき|T.MASUMURA,佐々木晃,ふるたしんいち|古田瑶子|折重由美子|ムジカ・プレスト,寺田憲史,,
2003-04-25,バンプレスト,サモンナイトクラフトソード物語,5,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-25,任天堂,ファイアーエムブレム烈火の剣,1,4,SLG,"￥4,800","￥5,000代",0,,金田妙子|西村健太郎,Makoto Katayama,Sachiko Wada(メインデザイン)|樋口雅大(グラフィックチーフ),辻横由佳|春山沙樹,Ken Yokoyama|前田耕平|堀川将之(シナリオサポート),成広通|出石武宏|山上仁志(スーパーバイザー),
2003-05-01,トミー,NARUTO-ナルト-忍術全開！最強忍者大結集,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-05-02,カプコン,ロックマンゼロ2,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-05-08,コナミ,キャッスルヴァニア-暁月の円舞曲-,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
