発売日,ハード,タイトル,メモリ,容量(bit),価格,ジャンル,ジョブカテゴリ,カウント
1990-11-21,SFC,サンダーバード　　国際救助隊出動せよ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ラスベガスドリーム,0,0,🚧,ETC,0,0
1990-11-21,SFC,ウイニングポスト,0,0,🚧,ETC,0,0
1990-11-21,SFC,ミスティッククエスト,0,0,🚧,RPG,0,0
1990-11-21,SFC,新日本プロレスリング 超戦士 ＩＮ 闘強導夢,0,0,🚧,SPT,0,0
1990-11-21,SFC,課長 島耕作 スーパービジネスアドベンチャー,0,0,🚧,ADV,0,0
1990-11-21,SFC,ＮＦＬフットボール,0,0,🚧,SPT,0,0
1990-11-21,SFC,ファイナルセット,0,0,🚧,SPT,0,0
1990-11-21,SFC,トルネコの大冒険 不思議のダンジョン,0,0,🚧,RPG,0,0
1990-11-21,SFC,戦国伝承,0,0,🚧,ACT,0,0
1990-11-21,SFC,マスターズ 遙かなるオーガスタ２,0,0,🚧,SPT,0,0
1990-11-21,SFC,ＳＤ機動戦士ガンダム２,0,0,🚧,ACT,0,0
1990-11-21,SFC,ＧＳ美神 除霊師はナイスバディ (ゴーストスイーパー美神）,0,0,🚧,ACT,0,0
1990-11-21,SFC,ダライアスフォース,0,0,🚧,SHT,0,0
1990-11-21,SFC,ＧＯ！ＧＯ！ドッジリーグ,0,0,🚧,SPT,0,0
1990-11-21,SFC,本格麻雀 徹萬,0,0,🚧,TBL,0,0
1990-11-21,SFC,東尾修監修 スーパープロ野球スタジアム,0,0,🚧,SPT,0,0
1990-11-21,SFC,ＴＲＩＮＥＡ -トリネア-,0,0,🚧,RPG,0,0
1990-11-21,SFC,レッド・オクトーバー,0,0,🚧,SHT,0,0
1990-11-21,SFC,スーパー３Ｄベースボール,0,0,🚧,SPT,0,0
1990-11-21,SFC,バイキングの大迷惑,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパー競走馬 風のシルフィード,0,0,🚧,ETC,0,0
1990-11-21,SFC,スズカエイトアワーズ,0,0,🚧,RCG,0,0
1990-11-21,SFC,スーパーカジノ シーザースパレス,0,0,🚧,ETC,0,0
1990-11-21,SFC,ミラクルガールズ ともみとみかげの不思議世界の大冒険,0,0,🚧,ACT,0,0
1990-11-21,SFC,ＡＲＣＵＳ ＳＰＩＲＩＴＳ (アークス・スピリッツ),0,0,🚧,RPG,0,0
1990-11-21,SFC,らんま１／２ 朱猫団的秘宝,0,0,🚧,RPG,0,0
1990-11-21,SFC,アクトレイザー２ 沈黙への聖戦,0,0,🚧,ACT,0,0
1990-11-21,SFC,龍虎の拳,0,0,🚧,ACT,0,0
1990-11-21,SFC,装甲騎兵ボトムズ ザ・バトリングロード,0,0,🚧,ACT,0,0
1990-11-21,SFC,クラシック・ロード,0,0,🚧,ETC,0,0
1990-11-21,SFC,スーパーチャイニーズワールド２,0,0,🚧,RPG,0,0
1990-11-21,SFC,超時空要塞マクロス スクランブルバルキリー,0,0,🚧,SHT,0,0
1990-11-21,SFC,ユートピア,0,0,🚧,SLG,0,0
1990-11-21,SFC,はた山ハッチのパロ野球ニュース！実名版,0,0,🚧,SPT,0,0
1990-11-21,SFC,ジミーコナーズのプロテニスツアー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーニチブツマージャン２ 全国制覇篇,0,0,🚧,TBL,0,0
1990-11-21,SFC,将棋 風林火山,0,0,🚧,TBL,0,0
1990-11-21,SFC,アクタリオン,0,0,🚧,RPG,0,0
1990-11-21,SFC,ファイナルノックアウト,0,0,🚧,SPT,0,0
1990-11-21,SFC,仮面ライダー,0,0,🚧,ACT,0,0
1990-11-21,SFC,ＳｏｌｓｔｉｃｅⅡ(ソルスティス2),0,0,🚧,PZL,0,0
1990-11-21,SFC,ファイナル・ストレッチ,0,0,🚧,RCG,0,0
1990-11-21,SFC,若貴大相撲 夢の兄弟対決,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーＵＮＯ,0,0,🚧,TBL,0,0
1990-11-21,SFC,バトルマスター 究極の戦士たち,0,0,🚧,ACT,0,0
1990-11-21,SFC,イースIV Ｍａｓｋ ｏｆ Ｔｈｅ Ｓｕｎ,0,0,🚧,RPG,0,0
1990-11-21,SFC,パチスロ ラブストーリー,0,0,🚧,TBL,0,0
1990-11-21,SFC,遊人 雀獣学園,0,0,🚧,TBL,0,0
1990-11-21,SFC,ＲＩＤＤＩＣＫ ＢＯＷＥ ＢＯＸＩＮＧ　（リディック･ボウ ボクシング）,0,0,🚧,SPT,0,0
1990-11-21,SFC,アルディライトフット,0,0,🚧,ACT,0,0
1990-11-21,SFC,アラジン,0,0,🚧,ACT,0,0
1990-11-21,SFC,餓狼伝説２,0,0,🚧,ACT,0,0
1990-11-21,SFC,アクセルブリッド,0,0,🚧,ACT,0,0
1990-11-21,SFC,ヤダモン ワンダランドドリーム,0,0,🚧,ADV,0,0
1990-11-21,SFC,スーパーＨ．Ｑ．クリミナルチェイサー,0,0,🚧,RCG,0,0
1990-11-21,SFC,アレサ(ＡＲＥＴＨＡ),0,0,🚧,RPG,0,0
1990-11-21,SFC,Ｆ－１５スーパーストライクイーグル,0,0,🚧,SLG,0,0
1990-11-21,SFC,ダイナミックスタジアム,0,0,🚧,SPT,0,0
1990-11-21,SFC,武田修宏のスーパーカップサッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,鬼塚勝也スーパーバーチャルボクシング,0,0,🚧,SPT,0,0
1990-11-21,SFC,テクモスーパーボウル,0,0,🚧,SPT,0,0
1990-11-21,SFC,ＡＢＣマンデーナイトフットボール,0,0,🚧,SPT,0,0
1990-11-21,SFC,実戦パチスロ必勝法,0,0,🚧,TBL,0,0
1990-11-21,SFC,ガイア幻想紀,0,0,🚧,RPG,0,0
1990-11-21,SFC,Ｓｏｕｌ＆Ｓｗｏｒｄ (ソウル アンド ソード),0,0,🚧,RPG,0,0
1990-11-21,SFC,スーパー麻雀２ 本格４人打ち,0,0,🚧,TBL,0,0
1990-11-21,SFC,Ｔ．Ｍ．Ｎ．Ｔ．ミュータントウォーリアーズ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ＮＢＡプロバスケットボール’９４ ブルズＶＳサンズ,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー究極ハリキリスタジアム,0,0,🚧,SPT,0,0
1990-11-21,SFC,喜国雅彦の雀闘士銅鑼王２,0,0,🚧,TBL,0,0
1990-11-21,SFC,信長の野望・覇王伝,0,0,🚧,SLG,0,0
1990-11-21,SFC,プロック,0,0,🚧,ACT,0,0
1990-11-21,SFC,クールスポット,0,0,🚧,ACT,0,0
1990-11-21,SFC,競馬エイトスペシャル (秘)馬券購入術,0,0,🚧,ETC,0,0
1990-11-21,SFC,す～ぱ～ぷよぷよ,0,0,🚧,PZL,0,0
1990-11-21,SFC,ロマンシング サ・ガ２,0,0,🚧,RPG,0,0
1990-11-21,SFC,Ｒ－ＴＹＰＥⅢ (アールタイプ3）,0,0,🚧,SHT,0,0
1990-11-21,SFC,白熱プロ野球’９４ガンバリーグ３,0,0,🚧,SPT,0,0
1990-11-21,SFC,決戦！ドカポン王国Ⅳ 伝説の勇者たち,0,0,🚧,TBL,0,0
1990-11-21,SFC,ドラえもん２ のび太のトイズランド大冒険,0,0,🚧,ACT,0,0
1990-11-21,SFC,ロックマンＸ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ラッシング・ビート修羅,0,0,🚧,ACT,0,0
1990-11-21,SFC,アルカエスト,0,0,🚧,ACT,0,0
1990-11-21,SFC,ドラゴンボールZ 超武闘伝２,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパー・スター・ウォーズ帝国の逆襲,0,0,🚧,ACT,0,0
1990-11-21,SFC,ワンダラス マジック,0,0,🚧,RPG,0,0
1990-11-21,SFC,歴史大河RPG 夢幻の如く,0,0,🚧,RPG,0,0
1990-11-21,SFC,ドラッキーの草やきう,0,0,🚧,SPT,0,0
1990-11-21,SFC,ダウンタウン熱血べーすぼーる物語,0,0,🚧,SPT,0,0
1990-11-21,SFC,パチンコウォーズ２,0,0,🚧,TBL,0,0
1990-11-21,SFC,ホーリーストライカー,0,0,🚧,TBL,0,0
1990-11-21,SFC,ドラゴンクエストⅠ・Ⅱ,0,0,🚧,RPG,0,0
1990-11-21,SFC,がんばれ大工の源さん,0,0,🚧,ACT,0,0
1990-11-21,SFC,スペース・ファンキーＢ．Ｏ．Ｂ．,0,0,🚧,ACT,0,0
1990-11-21,SFC,がんばれゴエモン２ 奇天烈将軍マッギネス,0,0,🚧,ACT,0,0
1990-11-21,SFC,フラッシュバック,0,0,🚧,ACT,0,0
1990-11-21,SFC,キング・オブ・ザ・モンスターズ２,0,0,🚧,ACT,0,0
1990-11-21,SFC,ＢＩＮＧ ＢＩＮＧ！ＢＩＮＧＯ　（ビンビンビンゴ）,0,0,🚧,ETC,0,0
1990-11-21,SFC,へべれけのぽぷーん,0,0,🚧,PZL,0,0
1990-11-21,SFC,トップレーサー２,0,0,🚧,RCG,0,0
1990-11-21,SFC,超ゴジラ,0,0,🚧,SLG,0,0
1990-11-21,SFC,幽☆遊☆白書,0,0,🚧,SLG,0,0
1990-11-21,SFC,エースをねらえ！,0,0,🚧,SPT,0,0
1990-11-21,SFC,モータルコンバット,0,0,🚧,ACT,0,0
1990-11-21,SFC,北斗の拳７ 聖剣列伝 伝承者への道,0,0,🚧,ACT,0,0
1990-11-21,SFC,リトルマジック,0,0,🚧,PZL,0,0
1990-11-21,SFC,テトリス 武闘外伝,0,0,🚧,PZL,0,0
1990-11-21,SFC,ヒューマングランプリ２,0,0,🚧,RCG,0,0
1990-11-21,SFC,モンスターメーカー３,0,0,🚧,RPG,0,0
1990-11-21,SFC,新 桃太郎伝説,0,0,🚧,RPG,0,0
1990-11-21,SFC,NFL プロフットボール’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,美神伝説Ｚｏｋｕ,0,0,🚧,ACT,0,0
1990-11-21,SFC,サッカーキッド,0,0,🚧,ACT,0,0
1990-11-21,SFC,全日本プロレスダッシュ 世界最強タッグ,0,0,🚧,SPT,0,0
1990-11-21,SFC,美少女戦士セーラームーンＲ,0,0,🚧,ACT,0,0
1990-11-21,SFC,横山光輝 三国志Ⅱ,0,0,🚧,SLG,0,0
1990-11-21,SFC,スーパーファイヤープロレスリング３ ファイナルバウト,0,0,🚧,SPT,0,0
1990-11-21,SFC,ロックンロールレーシング,0,0,🚧,RCG,0,0
1990-11-21,SFC,ツインビー レインボーベルアドベンチャー,0,0,🚧,ACT,0,0
1990-11-21,SFC,バトルトード イン バトルマニアック,0,0,🚧,ACT,0,0
1990-11-21,SFC,ワールドクラスラグビー２ 国内激闘編’９３,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーピンボール ビハインド ザ マスク,0,0,🚧,TBL,0,0
1990-11-21,SFC,必勝７７７ファイター パチスロ竜宮伝説,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーテトリス２＋ボンブリス 限定版,0,0,🚧,PZL,0,0
1990-11-21,SFC,ファイアーエムブレム 紋章の謎,0,0,🚧,SLG,0,0
1990-11-21,SFC,バスタード！ 暗黒の破壊神,0,0,🚧,ACT,0,0
1990-11-21,SFC,ザ・ニンジャウォーリアーズ アゲイン,0,0,🚧,ACT,0,0
1990-11-21,SFC,ザ・グレイトバトル外伝２ 祭だワッショイ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ブレインロード,0,0,🚧,RPG,0,0
1990-11-21,SFC,ガイアセイバー ヒーロー最大の作戦,0,0,🚧,RPG,0,0
1990-11-21,SFC,鋼鉄の騎士２ 砂漠のロンメル軍団,0,0,🚧,SLG,0,0
1990-11-21,SFC,魔神転生,0,0,🚧,SLG,0,0
1990-11-21,SFC,オリビアのミステリー,0,0,🚧,PZL,0,0
1990-11-21,SFC,スーパーファイヤープロレスリング３ イージータイプ,0,0,🚧,SPT,0,0
1990-11-21,SFC,伊藤果六段の将棋道場,0,0,🚧,TBL,0,0
1990-11-21,SFC,ウルフェンシュタイン３Ｄ,0,0,🚧,ACT,0,0
1990-11-21,SFC,バーチャルウォーズ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ソード・マニアック,0,0,🚧,ACT,0,0
1990-11-21,SFC,緋王伝 魔物達との誓い,0,0,🚧,SLG,0,0
1990-11-21,SFC,トップマネジメントⅡ,0,0,🚧,SLG,0,0
1990-11-21,SFC,スーパーヅガン ハコテン城からの招待状,0,0,🚧,TBL,0,0
1990-11-21,SFC,迦楼羅王 (カルラオウ),0,0,🚧,ACT,0,0
1990-11-21,SFC,戦え原始人３ 主役はやっぱりＪＯＥ＆ＭＡＣ,0,0,🚧,ACT,0,0
1990-11-21,SFC,鉄腕アトム,0,0,🚧,ACT,0,0
1990-11-21,SFC,ダービースタリオンⅡ,0,0,🚧,ETC,0,0
1990-11-21,SFC,デザートファイター,0,0,🚧,SLG,0,0
1990-11-21,SFC,総合格闘技 アストラルバウト２,0,0,🚧,ACT,0,0
1990-11-21,SFC,サイボーグ００９,0,0,🚧,ACT,0,0
1990-11-21,SFC,宇宙レース アストロゴー！ゴー！,0,0,🚧,RCG,0,0
1990-11-21,SFC,Ｔ－２ ザ・アーケードゲーム,0,0,🚧,SHT,0,0
1990-11-21,SFC,大航海時代Ⅱ,0,0,🚧,SLG,0,0
1990-11-21,SFC,ラモス瑠偉のワールドワイドサッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,ストバスヤロウ将,0,0,🚧,SPT,0,0
1990-11-21,SFC,パチスロランド ぱちぱちコインの伝説,0,0,🚧,TBL,0,0
1990-11-21,SFC,いただきストリート２ ネオンサインはバラ色に,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパー本命 ＧⅠ制覇,0,0,🚧,ETC,0,0
1990-11-21,SFC,ザ・キングオブドラゴンズ,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパーループス,0,0,🚧,PZL,0,0
1990-11-21,SFC,カブキロックス,0,0,🚧,RPG,0,0
1990-11-21,SFC,ジーコ サッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーファミスタ３,0,0,🚧,SPT,0,0
1990-11-21,SFC,すごいへべれけ,0,0,🚧,ACT,0,0
1990-11-21,SFC,機動戦士Vガンダム,0,0,🚧,ACT,0,0
1990-11-21,SFC,ファーストクィーン オルニック戦記,0,0,🚧,RPG,0,0
1990-11-21,SFC,ギャラクシーロボ,0,0,🚧,SLG,0,0
1990-11-21,SFC,斬IIIスピリッツ,0,0,🚧,SLG,0,0
1990-11-21,SFC,実況パワフルプロ野球’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,リーサルエンフォーサーズ,0,0,🚧,SPT,0,0
1990-11-21,SFC,ソニックブラストマンⅡ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ダービージョッキー　騎手王への道,0,0,🚧,ETC,0,0
1990-11-21,SFC,きんぎょ注意報！とびだせ！ゲーム学園,0,0,🚧,ETC,0,0
1990-11-21,SFC,真・女神転生Ⅱ,0,0,🚧,RPG,0,0
1990-11-21,SFC,アイ・オブ・ザ・ビホルダー,0,0,🚧,RPG,0,0
1990-11-21,SFC,イデアの日,0,0,🚧,RPG,0,0
1990-11-21,SFC,独立戦争,0,0,🚧,SLG,0,0
1990-11-21,SFC,スーパーナグザットオープン ゴルフで勝負だどらぼっちゃん,0,0,🚧,SPT,0,0
1990-11-21,SFC,Jリーグスーパーサッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー人生ゲーム,0,0,🚧,TBL,0,0
1990-11-21,SFC,サイド・ポケット,0,0,🚧,TBL,0,0
1990-11-21,SFC,あさめしまえにゃんこ,0,0,🚧,TBL,0,0
1990-11-21,SFC,ぎゅわんぶらあ自己中心派２ ドラポンクエスト,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーメトロイド,0,0,🚧,ACT,0,0
1990-11-21,SFC,メルファンドストーリーズ,0,0,🚧,ACT,0,0
1990-11-21,SFC,スペースエース,0,0,🚧,ACT,0,0
1990-11-21,SFC,南国少年パプワくん,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパートロールアイランド,0,0,🚧,ACT,0,0
1990-11-21,SFC,ザ ブルークリスタルロッド,0,0,🚧,ADV,0,0
1990-11-21,SFC,あらいぐま ラスカル,0,0,🚧,PZL,0,0
1990-11-21,SFC,けろけろけろっぴの冒険日記,0,0,🚧,RPG,0,0
1990-11-21,SFC,シャドウラン,0,0,🚧,RPG,0,0
1990-11-21,SFC,剣勇伝説ヤイバ (YAIBA),0,0,🚧,RPG,0,0
1990-11-21,SFC,スペースインベーダー　ＴＨＥ ＯＲＩＧＩＮＡＬ ＧＡＭＥ,0,0,🚧,SHT,0,0
1990-11-21,SFC,スーパーロボット大戦ＥＸ,0,0,🚧,SLG,0,0
1990-11-21,SFC,チャンピオンズ ワールドクラスサッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,ロックマンズサッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーホッケー’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーリアル麻雀PIV,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパー五目ならべ 連珠,0,0,🚧,TBL,0,0
1990-11-21,SFC,テレビアニメ スラムダンク　四強激突！！,0,0,🚧,SPT,0,0
1990-11-21,SFC,マッスルボマー,0,0,🚧,SPT,0,0
1990-11-21,SFC,真・麻雀,0,0,🚧,TBL,0,0
1990-11-21,SFC,アンドレ・アガシ テニス,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー インディ チャンプ,0,0,🚧,RCG,0,0
1990-11-21,SFC,スーパーダブル役満,0,0,🚧,TBL,0,0
1990-11-21,SFC,ファイナルファンタジーⅥ,0,0,🚧,RPG,0,0
1990-11-21,SFC,項劉記,0,0,🚧,SLG,0,0
1990-11-21,SFC,紫炎 ザ・ブレイドチェイサー,0,0,🚧,ACT,0,0
1990-11-21,SFC,NHL プロホッケー’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー囲碁 碁王,0,0,🚧,TBL,0,0
1990-11-21,SFC,ピンクパンサー,0,0,🚧,ACT,0,0
1990-11-21,SFC,ろくでなしＢＬＵＥＳ 対決！東京四天王,0,0,🚧,ACT,0,0
1990-11-21,SFC,夢迷宮 きぐるみ大冒険,0,0,🚧,RPG,0,0
1990-11-21,SFC,Ｆ－１ ＧＲＡＮＤ ＰＲＩＸ ＰＡＲＴⅢ,0,0,🚧,RCG,0,0
1990-11-21,SFC,メルヘンアドベンチャー コットン１００％,0,0,🚧,SHT,0,0
1990-11-21,SFC,機動警察パトレイバー,0,0,🚧,SLG,0,0
1990-11-21,SFC,らんま１／２ 超技乱舞篇,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパーボンバーマン２,0,0,🚧,ACT,0,0
1990-11-21,SFC,笑っていいとも！タモリンピック,0,0,🚧,ETC,0,0
1990-11-21,SFC,ダイナマイト・ザ・ラスベガス,0,0,🚧,ETC,0,0
1990-11-21,SFC,平成イヌ物語バウ ポップンスマッシュ！！,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーパチスロマージャン,0,0,🚧,TBL,0,0
1990-11-21,SFC,フォーチュン・クエスト ダイスをころがせ！,0,0,🚧,TBL,0,0
1990-11-21,SFC,新・熱血硬派 くにおたちの挽歌,0,0,🚧,ACT,0,0
1990-11-21,SFC,ダークキングダム,0,0,🚧,RPG,0,0
1990-11-21,SFC,ＮＢＡ ＪＡＭ (ジャム),0,0,🚧,SPT,0,0
1990-11-21,SFC,ナイス ＤＥ ショット,0,0,🚧,SPT,0,0
1990-11-21,SFC,Ｊリーグエキサイトステージ’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,伊達公子のバーチャルテニス,0,0,🚧,SPT,0,0
1990-11-21,SFC,パチ夫くんＳＰＥＣＩＡＬ２,0,0,🚧,TBL,0,0
1990-11-21,SFC,ファイターズヒストリー,0,0,🚧,ACT,0,0
1990-11-21,SFC,クレヨンしんちゃん２ 大魔王の逆襲,0,0,🚧,ACT,0,0
1990-11-21,SFC,競馬予想 馬券錬金術,0,0,🚧,ETC,0,0
1990-11-21,SFC,くにおのおでん,0,0,🚧,PZL,0,0
1990-11-21,SFC,ドリフトキング　首都高バトル’９４ 土屋圭市＆坂東正明,0,0,🚧,RCG,0,0
1990-11-21,SFC,スーパーバトルタンク２,0,0,🚧,SHT,0,0
1990-11-21,SFC,ＳＤガンダムＧＸ,0,0,🚧,SLG,0,0
1990-11-21,SFC,ワイルドトラックス,0,0,🚧,RCG,0,0
1990-11-21,SFC,サラブレッドブリーダーⅡ,0,0,🚧,ETC,0,0
1990-11-21,SFC,ナイツ オブ ザ ラウンド,0,0,🚧,ACT,0,0
1990-11-21,SFC,幽☆遊☆白書２ 格闘の章,0,0,🚧,ACT,0,0
1990-11-21,SFC,ぽっぷるメイル,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパーゲームボーイ,0,0,🚧,ETC,0,0
1990-11-21,SFC,ＳＤ飛龍の拳,0,0,🚧,ACT,0,0
1990-11-21,SFC,奇々怪界-月夜草子-,0,0,🚧,ACT,0,0
1990-11-21,SFC,やまねこバブジーの大冒険,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパー４ＷＤ ＴＨＥ ＢＡＪＡ(バハ),0,0,🚧,RCG,0,0
1990-11-21,SFC,ウルティマ外伝 黒騎士の陰謀,0,0,🚧,RPG,0,0
1990-11-21,SFC,ワールドカップストライカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーフォーメーションサッカー’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,ＦＩＦＡ インターナショナル・サッカー,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー将棋２,0,0,🚧,TBL,0,0
1990-11-21,SFC,バックス・バニー はちゃめちゃ大冒険,0,0,🚧,ACT,0,0
1990-11-21,SFC,ジュラシック・パーク,0,0,🚧,ACT,0,0
1990-11-21,SFC,ジグザグキャット ダチョウ倶楽部も大騒ぎダ,0,0,🚧,PZL,0,0
1990-11-21,SFC,スレイヤーズ,0,0,🚧,RPG,0,0
1990-11-21,SFC,スーパードッグファイト,0,0,🚧,SHT,0,0
1990-11-21,SFC,スーパービリヤード,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーストリートファイターⅡ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ブランディッシュ,0,0,🚧,RPG,0,0
1990-11-21,SFC,全日本プロレス ファイトだポン！,0,0,🚧,SPT,0,0
1990-11-21,SFC,テコンドー,0,0,🚧,SPT,0,0
1990-11-21,SFC,ワールドヒーローズ２,0,0,🚧,ACT,0,0
1990-11-21,SFC,遊人のふりふりガールズ,0,0,🚧,TBL,0,0
1990-11-21,SFC,美女と野獣,0,0,🚧,ACT,0,0
1990-11-21,SFC,テトリスフラッシュ,0,0,🚧,PZL,0,0
1990-11-21,SFC,スラップスティック,0,0,🚧,RPG,0,0
1990-11-21,SFC,ドラッキーのAりーぐさっかー,0,0,🚧,SPT,0,0
1990-11-21,SFC,つり太郎,0,0,🚧,SPT,0,0
1990-11-21,SFC,バトルＺＥＱＵＥ伝(ゼクウ),0,0,🚧,ACT,0,0
1990-11-21,SFC,ジャングルブック,0,0,🚧,ACT,0,0
1990-11-21,SFC,キーパー,0,0,🚧,PZL,0,0
1990-11-21,SFC,美少女戦士セーラームーンＳ こんどはパズルでおしおきよ！,0,0,🚧,PZL,0,0
1990-11-21,SFC,スーパーＦ１サーカス３,0,0,🚧,RCG,0,0
1990-11-21,SFC,ソード・ワールドＳＦＣ２　いにしえの巨人伝説,0,0,🚧,RPG,0,0
1990-11-21,SFC,サンサーラ・ナーガ２,0,0,🚧,RPG,0,0
1990-11-21,SFC,歌舞伎町リーチ麻雀 東風戦,0,0,🚧,TBL,0,0
1990-11-21,SFC,パチスロ研究,0,0,🚧,TBL,0,0
1990-11-21,SFC,グーフィーとマックス 海賊島の大冒険,0,0,🚧,ACT,0,0
1990-11-21,SFC,超原人,0,0,🚧,ACT,0,0
1990-11-21,SFC,ジグソーパーティ,0,0,🚧,PZL,0,0
1990-11-21,SFC,ゼロヨンチャンプＲＲ,0,0,🚧,RCG,0,0
1990-11-21,SFC,ファイプロ女子オールスタードリームスラム,0,0,🚧,SPT,0,0
1990-11-21,SFC,プロ麻雀 極Ⅱ,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーウルトラベースボール２,0,0,🚧,SPT,0,0
1990-11-21,SFC,ズールのゆめぼうけん,0,0,🚧,ACT,0,0
1990-11-21,SFC,餓狼伝説ＳＰＥＣＩＡＬ,0,0,🚧,ACT,0,0
1990-11-21,SFC,ロードランナーツイン ジャスティとリバティの大冒険,0,0,🚧,PZL,0,0
1990-11-21,SFC,天使の詩 白き翼の祈り,0,0,🚧,RPG,0,0
1990-11-21,SFC,ワールドカップUSA’９４,0,0,🚧,SPT,0,0
1990-11-21,SFC,ハットトリックヒーロー２,0,0,🚧,SPT,0,0
1990-11-21,SFC,甲子園３,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーパチンコ,0,0,🚧,TBL,0,0
1990-11-21,SFC,パチスロ物語ユニバーサル・スペシャル,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーニチブツマージャン３ 吉本劇場篇,0,0,🚧,TBL,0,0
1990-11-21,SFC,スーパーパワーリーグ２,0,0,🚧,SPT,0,0
1990-11-21,SFC,Ｇ２ ジェノサイド,0,0,🚧,ACT,0,0
1990-11-21,SFC,すーぱー忍者くん,0,0,🚧,ACT,0,0
1990-11-21,SFC,アリョール うごく絵Ver2.0,0,0,🚧,PZL,0,0
1990-11-21,SFC,魔法ぽいぽい ぽいっと！,0,0,🚧,PZL,0,0
1990-11-21,SFC,鬼神降臨伝ＯＮＩ,0,0,🚧,RPG,0,0
1990-11-21,SFC,スーパー高校野球 一球入魂,0,0,🚧,SPT,0,0
1990-11-21,SFC,Jリーグサッカー プライムゴール２,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパー花札,0,0,🚧,TBL,0,0
1990-11-21,SFC,Ｐｉｎｂａｌｌ ＰＩＮＢＡＬＬ,0,0,🚧,TBL,0,0
1990-11-21,SFC,ザ・フリントストーンズ,0,0,🚧,ACT,0,0
1990-11-21,SFC,レミングス２,0,0,🚧,PZL,0,0
1990-11-21,SFC,ＷＩＬＤ ＧＵＮＳ (ワイルド ガンズ),0,0,🚧,SHT,0,0
1990-11-21,SFC,スーパー三國志,0,0,🚧,SLG,0,0
1990-11-21,SFC,スーパー究極ハリキリスタジアム２,0,0,🚧,SPT,0,0
1990-11-21,SFC,新日本プロレスリング’９４ バトルフィールド ＩＮ 闘強導夢,0,0,🚧,SPT,0,0
1990-11-21,SFC,スーパーファイナルマッチテニス,0,0,🚧,SPT,0,0
1990-11-21,SFC,ポパイ いじわる魔女シーハッグの巻,0,0,🚧,TBL,0,0
1990-11-21,SFC,麻雀悟空 天竺,0,0,🚧,TBL,0,0
1990-11-21,SFC,必勝７７７ファイターⅡ パチスロ(秘)情報,0,0,🚧,TBL,0,0
1990-11-21,SFC,アップルシード プロメテウスの神託,0,0,🚧,ACT,0,0
1990-11-21,SFC,押忍！！ 空手部,0,0,🚧,ACT,0,0
1990-11-21,SFC,スーパードラッケン,0,0,🚧,ACT,0,0
1990-11-21,SFC,松村邦洋伝 最強の歴史をぬりかえろ！,0,0,🚧,ACT,0,0
1990-11-21,SFC,ハロー！パックマン,0,0,🚧,ACT,0,0
1990-11-21,SFC,サイバーナイトⅡ 地球帝国の野望,0,0,🚧,RPG,0,0
1990-11-21,SFC,横綱物語,0,0,🚧,SPT,0,0
1990-11-21,SFC,MOTHER２ ギーグの逆襲 (マザー２）,0,0,🚧,RPG,0,0
