発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1995-07-28,サンソフト,ポポイっとへべれけ,-,2,PZL,"￥8,900","￥9,000代",0,0,,,,,,,,
1995-07-28,ポニーキャニオン,ウルティマ恐竜帝国,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-07-28,メディアワークス,エメラルドドラゴン,-,7,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-07-28,イマジニア,就職ゲーム,-,6,SLG,"￥11,800","￥12,000代",0,16,,松田隆,鈴木陽一,藤岡勝利,佐藤天平,高山克彦,飯田祥一,
1995-07-28,ユーメディア,キャリアエース,-,7,SLG,"￥12,800","￥13,000代",0,0,,,,,,,,
1995-07-28,アルトロン,バスマスターズクラシック,-,6,SPT,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-07-28,ユタカ,ウルトラリーグ燃えろ!サッカー大決戦!!,-,6,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-07-28,日本物産,麻雀繁盛記,-,2,TBL,"￥6,800","￥7,000代",0,0,,,,,,,,
1995-08-04,ハドソン,鬼神童子ZENKI烈闘雷伝,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-08-04,バンプレスト,学校であった怖い話,-,9,ADV,"￥11,800","￥12,000代",0,64,,飯島健男,伊藤真也,飯島健男|岡山憲一|喜久川馨|中島まゆみ|矢野史子,渡部陽子,飯島健男,飯島健男,
1995-08-04,BPS,超魔法大陸WOZZ(ウォズ),-,9,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-08-04,ヴァージンインタラクティブ,稲妻サーブだ!スーパービーチバレー,-,4,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-08-04,ナムコ,Jリーグサッカープライムゴール3,-,7,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-08-05,任天堂,スーパーマリオヨッシーアイランド,33,7,ACT,"￥9,800","￥10,000代",177,256,,手塚卓志|中郷俊彦|日野重文|紺野秀樹,,日野重文|野上恒|飯村正宏|黒梅知明,近藤浩治,,宮本茂,
1995-08-10,ハドソン,スーパーパワーリーグ3,-,9,SPT,"￥9,980","￥10,000代",0,64,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1995-08-11,エポック社,ドナルドダックの魔法のぼうし,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-08-11,ケムコ,ブラックソーン復讐の黒き棘,-,4,ACT,"￥9,400","￥9,500代",0,0,,,フランク・ピアス・ジュニア|パトリック・ワイヤット(英語版),ロナルド・ミラー・シニア|ロマン・ケニー|スチュアート・ローズ|ジェーソン・マグネス|ロナルド・ミラー・シニア|サムワイズ・ディディエ,グレン・スタッフォード,ミッキー・ネイルソン|ロナルド・ミラー・シニア|フランク・ピアス・ジュニア,ロナルド・ミラー・シニア|マシュー・フィンドリー,
1995-08-11,テクモ,忍者龍剣伝巴,-,6,ACT,"￥7,980","￥8,000代",0,0,,吉沢秀雄,,加藤正人|河内厚典|他,山岸継司|新田竜一|HAKASE,吉沢秀雄,,
1995-08-11,バンプレスト,すーぱーぐっすんおよよ,-,6,PZL,"￥9,980","￥10,000代",0,64,,,,,冷牟田卓志,,,
1995-08-11,光栄,ブランディッシュ2,30,9,RPG,"￥10,800","￥11,000代",0,256,,,,,,,,
1995-08-11,カプコン,天地を喰らう三国志群雄伝,-,6,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-08-11,ココナッツジャパンエンターテイメント,ファイティングベースボール,-,4,SPT,"￥9,400","￥9,500代",0,0,,,,,,,,
1995-08-11,ケイエスエス,武宮正樹九段の囲碁大将,-,2,TBL,"￥14,800","￥15,000代",0,64,,,,,,,,
1995-08-11,サンソフト,ゲームの達人,-,7,TBL,"￥12,800","￥13,000代",0,0,,,,,,,,
1995-08-25,ケイエスエス,魔獣王,-,6,ACT,"￥10,800","￥11,000代",0,0,,古橋秀幸,荘埜毅明|杉本尚志,福島了|古橋秀幸|河野満|青木千恵,遠藤智博|飯塚博,,加藤功,
1995-08-25,ユーメディア,ころんらんど,-,4,ACT,"￥6,800","￥7,000代",0,0,,,,,,,,
1995-08-25,ヴィジット,ザ・心理ゲーム3,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-08-25,ヒューマン,ヒューマングランプリ4F1ドリームバトル,-,7,RCG,"￥11,400","￥11,500代",0,64,,,,,,,,
1995-08-25,サミー,実戦!バスフィッシング必勝法INUSA,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-08-25,トンキンハウス,松方弘樹のスーパートローリング,-,7,SPT,"￥9,900","￥10,000代",0,64,,,,,,,,
1995-08-25,日本テレネット,京楽・三洋・豊丸・大一・マルホンParlor!パーラー!2(パーラーパーラー2),-,7,TBL,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-09-01,バンプレスト,バトルロボット烈伝,-,9,SLG,"￥12,800","￥13,000代",0,64,,,長田剛,松本剛|石垣純哉|逢坂浩司,芦沢英志|紫ナコ|三垣敦史,松本剛,石川肇,
1995-09-01,アスキー,柿木将棋,-,6,TBL,"￥12,800","￥13,000代",0,1024,,,,,,,,
1995-09-08,パイオニアLDC,バウンティ・ソード,-,9,SLG,"￥11,400","￥11,500代",0,64,,,,,,,,
1995-09-08,タカラ,スーパー人生ゲーム2,-,5,TBL,"￥9,800","￥10,000代",0,16,,,,,,,,
1995-09-14,ヒューマン,クロックタワー,31,9,ADV,"￥11,400","￥11,500代",0,16,,河野一二三,薗田直樹|AKABO|藤井伸宏,飯島章嘉|貴山由妃,新倉浩司,,市崎裕康,
1995-09-14,任天堂,マリオのスーパーピクロス,31,4,PZL,"￥7,900","￥8,000代",0,64,,石原恒和,寺本憲明|緒方旗生,目黒徳親|石原恒和|黒岩誠司,上野利幸,,川口孝司|中山誠,
1995-09-14,サミー,桜井章一の雀鬼流麻雀必勝法,-,4,TBL,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-09-15,バンプレスト,スーパー鉄球ファイト!,-,5,ACT,"￥9,000","￥9,000代",0,0,,,,,,,,
1995-09-15,エポック社,アリスのペイントアドベンチャー,-,4,ADV,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-09-15,エポック社,セント・アンドリュース栄光と歴史のオールドコース,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-09-15,バップ,必勝777ファイターⅢ黒竜王の復活,-,4,TBL,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-09-22,日本コンピュータシステム,超兄貴爆烈乱闘篇,-,7,ACT,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-09-22,バンダイ,ドラゴンボールZ超悟空伝覚醒編,-,7,ADV,"￥10,800","￥11,000代",0,64,,島田晋作,干焼蝦仁|蓮蓉寿桃,竹花欣也|清水厚二|金子孝治|玉井裕和|荒井翔子|そば|MIP|ぬーぴー|E.S.E.,山本健司,,鈴木敏弘,
1995-09-22,バンプレスト,四柱推命学入門真桃源郷,-,6,ETC,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-09-22,バンプレスト,陣牌,-,2,PZL,"￥7,800","￥8,000代",0,16,,,,,,,,
1995-09-22,ヘクト,新・将棋倶楽部,-,2,PZL,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-09-22,エンジェル,美少女戦士セーラームーン～AnotherStory～,-,9,RPG,"￥11,800","￥12,000代",0,64,,,,,,,有澤孝紀,
1995-09-22,EAV,ジャングルストライク,-,7,SHT,"￥9,900","￥10,000代",0,0,,,,,,,,
1995-09-22,コナミ,実況ワールドサッカー2FIGHTINGELEVEN,-,9,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-09-22,バリエ,朝日新聞連載加藤一二三九段将棋心技流,-,4,TBL,"￥12,300","￥12,500代",0,256,,,,,,,,
1995-09-29,ヴァージンインタラクティブ,美食戦隊薔薇野郎,-,7,ACT,"￥9,800","￥10,000代",0,0,,,藤島聡,斎藤智晴|延東史朗|山崎友幸|斎藤智晴|延東史朗|山崎友幸,おがわいっこう,,柏木章|野中市郎|梅木克彦,
1995-09-29,エニックス,ハーメルンのバイオリン弾き,-,6,ACT,"￥9,600","￥9,500代",0,0,,,,中嶋敦子,田中公平,今川泰宏,,
1995-09-29,アスミック,ダービージョッキー2,-,6,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-09-29,ケイエスエス,ウェディングピーチ,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,只野和子,長谷川智樹|神津裕之,富田祐弘|谷沢直|テンユウ,,
1995-09-29,KANEKO,全日本GT選手権,-,7,RCG,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-09-29,アスキー,ウィザードリィⅥ禁断の魔筆,-,9,RPG,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-09-29,データイースト,METALMAXRETURNS(メタルマックス･リターンズ),-,10,RPG,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-09-29,東宝,火の皇子ヤマトタケル,-,9,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-09-29,トミー,魔法騎士レイアース,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,石田敦子|山根理宏(モンスター)|門之園恵美,松尾早人,CLAMP,,
1995-09-29,ナグザット,ホーリーアンブレラドンデラの無謀!!,-,8,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-09-29,バンプレスト,ヴェルヌ・ワールド,-,8,RPG,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-09-29,アスキー,サージェント・サンダース・コンバット!,-,6,SLG,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-09-29,ケイエスエス,平安風雲伝,-,6,SLG,"￥11,800","￥12,000代",0,64,,,,政田拡志|森本幸雄|新田真一|服部嘉人|梶原秀一,山下絹代|倉橋真也|水谷郁,森本幸雄,高野秀夫,
1995-09-29,パック・イン・ビデオ,AⅢS.V.,-,7,SLG,"￥10,800","￥11,000代",0,256,,,,,,,,
1995-09-29,コナミ,NBA実況バスケットウイニングダンク,30,9,SPT,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-09-29,エニックス,常勝麻雀天牌,-,4,TBL,"￥8,900","￥9,000代",0,64,,,,,,,,
1995-09-29,エンジェル,ノーマーク爆牌党史上最強の雀士達,-,6,TBL,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-09-29,ショウエイシステム,HEIWAパチンコワールド2,-,9,TBL,"￥10,800","￥11,000代",0,16,,,,,仲里幸広,,,
1995-09-30,スクウェア,聖剣伝説3,-,10,RPG,"￥11,400","￥11,500代",80,64,,田中弘道,吉枝悟|村田琢|斉藤正明|宮川義之|小方悟史|鈴木秀典|守屋俊|鈴木和夫,石井浩一|結城信輝|磯野宏夫,菊田裕樹,,鶴園哲久,
1995-10-06,ユタカ,すぱぽ～ん,-,2,ACT,"￥5,800","￥6,000代",0,0,,,,,,,,
1995-10-06,ビック東海,神聖紀オデッセリアⅡ,-,9,RPG,"￥10,800","￥11,000代",0,64,,うめはらきみお,佐藤孝保|蛭田浩二,,玉山文人|益子重徳,,,
1995-10-06,クエスト,タクティクスオウガ,34,9,SLG,"￥11,400","￥11,500代",50,64,,松野泰己,,皆川裕史|吉田明彦,岩田匡治|崎元仁,松野泰己,,
1995-10-06,BPS,激闘バーニングプロレス,-,8,SPT,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-10-13,バンプレスト,ハイパーイリア,-,6,ACT,"￥9,600","￥9,500代",0,0,,,,,,,,
1995-10-13,サンソフト,ゲームの鉄人THE上海,-,7,PZL,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-10-20,キングレコード,RINGSアストラルバウト3,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-10-20,データイースト,マジカルドロップ,-,4,PZL,"￥8,500","￥8,500代",0,0,,,,,,,,
1995-10-20,エニックス,天地創造,30,10,RPG,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-10-20,アイマックス,スーパー花札2,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-10-27,アクレイムジャパン,ジャスティス・リーグ,-,8,ACT,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-10-27,アクレイムジャパン,ジャッジ・ドレッド,-,7,ACT,"￥10,900","￥11,000代",0,0,,,,,アラン・シルヴェストリ,キャラクター創造|ジョン・ワグナー|カルロス・エスクエラ,,
1995-10-27,アクレイムジャパン,バットマンフォーエヴァー,-,9,ACT,"￥11,800","￥12,000代",0,0,,,,,エリオット・ゴールデンサール,キャラクター創造|ボブ・ケイン,,
1995-10-27,マジファクト,ガンガンガンチャン,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-10-27,任天堂,パネルでポン,-,4,PZL,"￥5,800","￥6,000代",0,0,,,,,,,,
1995-10-27,ビデオシステム,SDF-1グランプリ,-,7,RCG,"￥10,900","￥11,000代",0,64,,,,,,,,
1995-10-27,タカラ,魔天伝説戦慄のオーパーツ,-,9,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-10-27,トンキンハウス,LightFantasyⅡ(ライトファンタジー2),-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1995-10-27,ハドソン,クリスタルビーンズフロムダンジョンエクスプローラー,-,6,RPG,"￥9,500","￥9,500代",0,16,,,,,,,,
1995-10-27,バンプレスト,天地無用!げ～む編,-,7,SLG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-10-27,アクレイムジャパン,フォアマンフォーリアル,-,9,SPT,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-10-27,カルチャーブレーン,ウルトラベースボール実名版3,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-10-27,バンダイ,テレビアニメスラムダンクSDヒートアップ!!,-,6,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-10-27,ポニーキャニオン,白いリングへTwinkleLittleStar,-,6,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-10-27,ケイエスエス,パチスロ物語パル工業スペシャル,-,5,TBL,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-10-27,ベック,真哭きの竜麻雀飛翔伝,-,4,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1995-11-02,エンジェル,紺碧の艦隊,-,6,SLG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-11-02,サンソフト,必殺パチンココレクション3,-,7,TBL,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-11-10,ヴィジット,全国縦断ウルトラ心理ゲーム,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-11,スクウェア,ロマンシングサ・ガ3,34,10,RPG,"￥11,400","￥11,500代",130,64,,リマスター|杉村幸子|河津秋敏(総合ディレクター),,河津秋敏|小林智美リマスター|真島真太郎,伊藤賢治,河津秋敏,岡宮道生リマスター|市川雅統,
1995-11-17,ヴァージンインタラクティブ,レンダリング・レンジャーR2,-,7,ACT,"￥10,800","￥11,000代",0,0,,,,en:Manfred Trenz|Jørgen Trolle Ørberg|Stephan Lethaus|Tobias J. Richter,Jesper Olsen|Stefan Kramer,,Thomas Brockhage,
1995-11-17,POW,ブロックくずし,-,2,ACT,"￥5,980","￥6,000代",0,0,,,,,,,,
1995-11-17,徳間書店,新スタートレックザ・ネクストジェネレーション(大いなる遺産IFDの謎を追え),-,8,ADV,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-17,サンソフト,上海万里の長城,-,4,PZL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-17,ユタカ,ロゴス・パニックごあいさつ,-,5,PZL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-17,バンダイ,キャプテン翼Jザ･ウェイ･トゥ･ワールド･ユース,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-17,四次元,全国高校サッカー2,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-11-21,任天堂,スーパードンキーコング2,32,10,ACT,"￥9,800","￥10,000代",221,16,,,クリス・サザーランド,グレッグ・メイレス|アンドリュー・コラード|スティーヴ・メイレス,デビッド・ワイズ,リー・ラブデー(英語版),グレッグ・メイレス(英語版),
1995-11-24,ハドソン,鬼神童子ZENKI電影雷舞,-,7,ACT,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-11-24,バンダイ,MIGHTYMORPHINPOWERRANGERS,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-11-24,パック・イン・ビデオ,魔女たちの眠り,-,9,ADV,"￥10,800","￥11,000代",0,64,,長嶋健,小春日のどか|本田登|井上亮,富田千穂|荒木雅子,松平あこ|田中利明,笠原邦暁|濱島真理|尾崎宏之,金沢十三男,
1995-11-24,カロッツェリアジャパン,リーディングジョッキー2,-,4,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-11-24,タカラ,スーパー億万長者ゲーム,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-11-25,メディアリング,ゼロヨンチャンプRR-Z,-,9,RCG,"￥11,900","￥12,000代",0,64,,,,,M・M・キーラヴァーニ,S・S・ラージャマウリ|サーイ・マーダヴ・ブッラ(英語版)(台詞),,
1995-12-01,カプコン,ロックマンX3,-,7,ACT,"￥9,800","￥10,000代",0,0,,稲船敬二,,稲船敬二|加治勇人|吉川達哉|小牧信介|伊藤和司,山下絹代,,藤原得郎,
1995-12-01,コナミ,ちびまる子ちゃんめざせ!南のアイランド!!,-,7,ACT,"￥9,000","￥9,000代",0,0,,シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話),,重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3]),中村暢之|川原伸司(第2期第1話 - 74話),富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,
1995-12-01,サンソフト,おーちゃんのお絵かきロジック,-,2,PZL,"￥6,980","￥7,000代",0,16,,,,,,,,
1995-12-01,チュンソフト,不思議のダンジョン2風来のシレン,38,10,RPG,"￥11,800","￥12,000代",0,256,,,,,,,,
1995-12-01,アイマックス,B.B.GUN(ボールバレットガン),-,6,SLG,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-01,アクレイムジャパン,BIGHURTベースボール,-,9,SPT,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-01,アスミック,ドカポン外伝炎のオーディション,-,4,TBL,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-12-01,ココナッツジャパンエンターテイメント,パチ夫くんSPECIAL3,-,4,TBL,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-12-08,カプコン,ミッキーとドナルドマジカルアドベンチャー3,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,山口真理|西村達也,,,
1995-12-08,ツクダオリジナル,アメリカンバトルドーム,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-12-08,コンパイル,す～ぱ～ぷよぷよ通,-,7,PZL,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-12-08,徳間書店,クロックワークス,-,2,PZL,"￥7,800","￥8,000代",0,64,,,,,,,,
1995-12-08,バンダイ,美少女戦士セーラームーンSuperSふわふわパニック,-,4,PZL,"￥7,980","￥8,000代",0,0,,,,,,,,
1995-12-08,光栄,アンジェリークプレミアムBOX,-,7,SLG,"￥9,800","￥10,000代",0,256,,,,,,,,
1995-12-08,T＆Eソフト,MASTERSNew遙かなるオーガスタ3,-,7,SPT,"￥11,800","￥12,000代",0,512,,,,,,,,
1995-12-08,ハドソン,スーパー桃太郎電鉄DX,30,7,TBL,"￥9,500","￥9,500代",0,64,,さくまあきら(監督)|友野信彦,中道雅史|安田哲章|楊裕治,土居孝幸,関口和之,,浦敏治,
1995-12-09,エニックス,ドラゴンクエストVI幻の大地,34,10,RPG,"￥11,400","￥11,500代",320,64,,山名学,山名学,堀井雄二|鳥山明|中鶴勝祥|眞島真太郎,すぎやまこういち,堀井雄二,千田幸信,
1995-12-15,エポック社,ドラえもん4のび太と月の王国,-,6,ACT,"￥9,500","￥9,500代",0,0,,桑原悟|嶋田由美子|中込彰|並木亮,小林貴樹,松野誠一|とよさわやすき,冨井昭次|遠藤稔|五十嵐真理|大高亮,,沢田幸一,
1995-12-15,日本物産,ニチブツアーケードクラシックス2平安京エイリアン,-,2,ACT,"￥5,980","￥6,000代",0,0,,,,,,,,
1995-12-15,バンプレスト,GOGOACKMAN3,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-12-15,光栄,エミットバリューセット,-,0,ETC,"￥19,800","￥20,000代",0,0,,,,,,,,
1995-12-15,ナムコ,テイルズオブファンタジア,-,12,RPG,"￥11,800","￥12,000代",0,64,,菊池栄二,,藤島康介|松竹徳幸,埜邑紀見男,金月龍之介,横山茂|原口洋一,
1995-12-15,コナミ,実況おしゃべりパロディウス,32,9,SHT,"￥9,980","￥10,000代",0,64,,松岡伸浩,松岡伸浩,あさりよしとお,岩田昌成|冨田朋也|三木彩子|上西隆仁|安慶名伸行,,梅崎重治,
1995-12-15,EAV,テーマパーク,31,7,SLG,"￥11,800","￥12,000代",0,256,,,,,,,,
1995-12-15,タカラ,プリンセスメーカーLegendofAnotherWorld,-,7,SLG,"￥9,980","￥10,000代",0,64,,,,赤井孝美,FM音源(PC-98|MSX2|X68000)|PSG音源(MSX2)|MIDI音源(PC/AT|X68000),,,
1995-12-15,BPS,聖獣魔伝ビースト＆ブレイド,-,9,SLG,"￥11,000","￥11,000代",0,64,,,,,,,,
1995-12-15,NGP,JBザ・スーパーバス,-,9,SPT,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-15,スターフィッシュデータ,スーパーブラックバス3,-,10,SPT,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-15,データイースト,もってけOh!ドロボー,-,6,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-12-15,バンダイ,商人よ、大志を抱け!!,-,6,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-12-15,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション2,-,6,TBL,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-12-20,ケイエスエス,水木しげるの妖怪百鬼夜行,-,7,TBL,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-22,カプコン,ファイナルファイトタフ,-,9,ACT,"￥9,980","￥10,000代",0,0,,,,,北嶋克成,,藤原得郎,
1995-12-22,コナミ,がんばれゴエモンきらきら道中僕がダンサーになった理由.,-,9,ACT,"￥9,980","￥10,000代",0,64,,蛭子悦延,蛭子悦延|山口誠|丸山修|奥谷友春,小川公一|小川公一|山内円|濱垣和恵|大橋慶子|松本留美子|なりたかな,上原和彦|森本ゆきえ|冨田朋也|木村雅彦|安慶名伸行,小川公一,梅崎重治,
1995-12-22,バップ,黄龍の耳,-,4,ACT,"￥9,980","￥10,000代",0,0,,,,ゴトウマサユキ,,寺田憲史,,
1995-12-22,バンプレスト,3×3EYES(サザンアイズ)獣魔奉還,-,7,ACT,"￥10,800","￥11,000代",0,16,,,,,,,,
1995-12-22,バンプレスト,ザ・グレイトバトルV,-,6,ACT,"￥9,800","￥10,000代",0,0,,,小林俊一|佐々木勇二郎,中川泰久|ひらのなおみ|かいほうかずゆき|岩井直樹|笹島薫|くしぶちのりかず|こばやしりえこ|むらかみただひろ|くらはしつとむ,富樫則彦|末村謙之輔,,,
1995-12-22,イマジニア,月面のアヌビス,-,9,ADV,"￥11,800","￥12,000代",0,64,,浦本昌宏|志羽貴,PON高橋|木村信明|NOB,石岡信寛|江良哲智|道園重成|古野裕一,天現寺広尾|窪寺義明|藤岡央|飯塚博|柴田浩明|岩田昇|遠藤智博,志羽貴|石岡信寛|江良哲智|津田浩一,飯田祥一,
1995-12-22,イマジニア,ざくろの味,-,7,ADV,"￥11,800","￥12,000代",0,64,,大須賀篤,スタジオ・クリップス|戦う坊さん,菅田具視|りんだ,禎清宏,聖咲奇,飯田祥一,
1995-12-22,角川書店,ロードス島戦記,-,9,RPG,"￥10,800","￥11,000代",0,64,,,,,,安田均(テーブルトークRPG),,
1995-12-22,カルチャーブレーン,スーパーチャイニーズワールド3,-,6,RPG,"￥9,800","￥10,000代",0,0,,阿迦手観屋夢之助,,,沢彰記,かずゆきまる,阿迦手観屋夢之助,
1995-12-22,ハドソン,天外魔境ZERO,-,11,RPG,"￥9,980","￥10,000代",0,64,,広井王子(企画・監修)|竹部隆司(監督),青山光(メインプログラム),辻野寅次郎(絵師)|久保久(美術監督),笹川敏幸|田中公平(天神・水貴のテーマ)|田中あや(ゲーム内のカラオケ楽曲),荒井弘二,,
1995-12-22,バンダイ,SDガンダムGNEXT,-,6,SLG,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-12-22,バンプレスト,戦国の覇者天下布武への道,-,7,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-12-22,バンプレスト,ファーランドストーリー2,-,9,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-12-22,パック・イン・ビデオ,バトルサブマリン,-,4,SLG,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-12-22,テクモ,テクモスーパーボウルⅢFINALEDITION,30,7,SPT,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-12-22,ヒューマン,スーパーファイヤープロレスリングX,-,10,SPT,"￥11,900","￥12,000代",0,64,,山崎正通,三浦義広,山崎正通|田島弘喜|露崎尊幸|島崎洋一郎,志倉千代丸,,,
1995-12-22,ヴァージンインタラクティブ,将棋三昧,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-12-27,ハドソン,最強高田延彦,-,9,SPT,"￥10,900","￥11,000代",0,0,,,,,,,,
1995-12-28,光栄,三國志英傑伝,-,9,SLG,"￥12,800","￥13,000代",0,256,,,,,吉田明永,,フクザワ・エイジ,
1995-12-29,日本ファルコム,イースV失われた砂の都ケフィン,-,9,RPG,"￥12,800","￥13,000代",0,64,,,,,,糸井賢,,
1995-12-29,アイマックス,スーパー将棋3棋太平,-,6,TBL,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-12-29,タイトー,大爆笑人生劇場ずっこけサラリーマン編,-,7,TBL,"￥9,800","￥10,000代",0,64,,,草津きよし,ふくやまきょうこ|はただまなぶ|すずきしんいち|東京省,草津きよし|わたなべよしお|たなべよしひこ,,高橋章二,
1995-12-29,日本テレネット,京楽・三洋・豊丸・奥村・大一・マルホンParlor!パーラー!ⅣCR(パーラーパーラー4),-,7,TBL,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-12-29,BPS,対局囲碁韋駄天,-,4,TBL,"￥14,800","￥15,000代",0,256,,,,,,,,
1996-01-12,徳間書店インターメディアカンパニー,魔導物語はなまる大幼稚園児,-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1996-01-19,バンプレスト,的中競馬塾,-,4,ETC,"￥9,980","￥10,000代",0,64,,,,,,,,
1996-01-19,パック・イン・ビデオ,磯釣り離島編,-,7,SPT,"￥10,800","￥11,000代",0,64,,,,,,,,
1996-01-19,日本テレネット,京楽・三洋・豊丸・奥村・太陽Parlor!パーラー!3(パーラーパーラー3),-,9,TBL,"￥11,800","￥12,000代",0,64,,,,,,,,
1996-01-26,バンダイ,SDガンダムPowerFormationPuzzle,-,4,PZL,"￥8,800","￥9,000代",0,0,,,,,,,,
