発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2001-04-27,タカラ,DX人生ゲーム,3,7,TBL,"￥4,500","￥4,500代",0,,,,,,,,
2001-04-27,サクセス,スパイダーマン,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2001-04-27,エム・ティー・オー,なかよしペットシリーズ(5)かわいいハムスター2,3,6,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2001-05-01,任天堂,モバイルゴルフ,3,8,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-05-25,メディアファクトリー,DTLordsofGenomes,2,8,ETC,"￥4,500","￥4,500代",0,,遠藤雅伸,,遠藤雅伸|一圓光太郎|松本まゆみ(キャラクター原画)|遠藤雅伸(グラフィック),,一圓光太郎(テキスト),,
2001-06-01,バンプレスト,名探偵コナン～呪われた航路～,2,7,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2001-06-15,トミー,ZOIDS～白銀の獣機神ライガーゼロ～,3,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-06-20,アンフォグラム ハドソン,スヌーピーテニス,3,6,SPT,"￥4,300","￥4,500代",0,,,,,,,,
2001-06-28,エニックス,スターオーシャンブルースフィア,2,8,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-06-29,エム・ティー・オー,なかよしクッキングシリーズ(3)楽しいお弁当,3,6,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2001-06-29,カプコン,ガイアマスターDUELカードアタッカーズ,3,7,ETC,"￥4,300","￥4,500代",0,,,,,,,,
2001-07-12,コナミ,ネットでゲットミニゲーム@100,3,6,ETC,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-13,ナウプロダクション,データナビプロ野球2,3,6,SLG,"￥4,300","￥4,500代",0,,,,,,,,
2001-07-19,アスキー,つりいこっ！！,3,7,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2001-07-19,チュンソフト,不思議のダンジョン風来のシレンGB2砂漠の魔城,3,8,RPG,"￥4,500","￥4,500代",0,,長畑成一郎,板野英史,丸田康司|長谷川薫|小泉冬彦,すぎやまこういち|松尾早人,冨江慎一郎,中村光一,
2001-07-19,カプコン,ロックマンX2ソウルイレイザー,3,6,ACT,"￥3,980","￥4,000代",0,,大小原宏治,荒川惣太郎|田中健吾|中川大洋|やすはらよしのぶ|弥富英樹|篠原雅嗣,岡村志野|戸田勝己|安藤恵介,梶野俊夫|高野充彦,,中嶋浩二|三並達也,
2001-07-20,TDKコア,マクドナルド物語ほのぼの店長育成ゲーム,3,7,SLG,"￥4,500","￥4,500代",0,,,,,,,,
2001-07-20,エポック社,Jリーグエキサイトステージタクティクス,3,7,SPT,"￥4,300","￥4,500代",0,,,,,,,,
2001-07-20,エンターブレイン,うちゅう人田中太郎でRPGツクールGB2,3,8,ETC,"￥5,200","￥5,000代",0,,,,,,,,
2001-07-26,コナミ,超GALS！寿蘭,3,8,ETC,"￥4,800","￥5,000代",0,,,,楠本祐子|田中比呂人,七瀬光,藤井みほな,,
2001-07-27,TDKコア,花より男子AnotherLoveStory,3,7,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2001-07-27,アトラス,真・女神転生デビルチルドレン白の章,3,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-07-27,エンターブレイン,真・女神転生トレーディングカードサマナー,3,7,RPG,"￥5,200","￥5,000代",0,,,,,,,,
2001-07-27,ブロッコリー,爆転シュートベイブレード,3,7,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2001-07-30,Jウィング,昆虫博士3,3,7,RPG,"￥4,980","￥5,000代",0,,,,,,,,
2001-07-31,ハドソン,桃太郎伝説1→2HUDSONTHEBEST,3,7,RPG,"￥2,800","￥3,000代",0,,,,,,,,
2001-08-10,プライムシステム,ニセモンパズルdaモンフェロモン救出大作戦！,3,7,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2001-08-10,イマジニア,バッドばつ丸ロボバトル,3,7,TBL,"￥4,500","￥4,500代",0,,,,,,,,
2001-08-10,エポック社,ちびまる子ちゃんご町内みんなでゲームだよ！,3,6,TBL,"￥4,300","￥4,500代",0,,,,,,,,
2001-08-24,Jウィング,ポケットクッキング,3,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2001-08-30,ハドソン,ゲームボーイウォーズ3,3,6,SLG,"￥3,800","￥4,000代",0,,,,,,,,
2001-09-07,タイトー,エストポリス伝記～よみがえる伝説～,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-09-14,サクセス,全日本少年サッカー大会めざせ日本一,3,7,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2001-09-17,ジャガーインターナショナルコーポレーション,マリオファミリー(ジャガーミシン刺しゅう専用ソフト),3,7,ETC,"￥6,800","￥7,000代",0,,,,,,,,
2001-09-21,ジョルダン,ハムスター倶楽部おしえまチュー,3,7,ETC,"￥4,300","￥4,500代",0,,,,,,,,
2001-09-28,アトラス,ハムスターパラダイス4,3,8,SLG,"￥4,500","￥4,500代",0,,,,,,,,
2001-09-30,タム,きかんしゃトーマスソドーとうのなかまたち,3,6,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2001-10-12,イマジニア,激走！ダンガンレーサー,3,7,SLG,"￥4,600","￥4,500代",0,,,,,,,,
2001-10-26,ビクターインタラクティブソフトウェア,ドキ×ドキさせて！！,2,7,ADV,"￥4,200","￥4,000代",0,,,,,,,,
2001-11-01,コナミ,仰天人間バトシーラードクトル・ガイの野望,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-11-02,スマイルソフト,ネットワーク冒険記バグサイト・アルファバージョン,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-11-02,スマイルソフト,ネットワーク冒険記バグサイト・ベータバージョン,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-11-16,エム・ティー・オー,なかよしクッキングシリーズ(4)たのしいデザート,3,6,SLG,"￥4,200","￥4,000代",0,,,,,ミュージックビデオ 「On Your Mark」 - YouTube ライブ映像 「On Your Mark」(CONCERT TOUR 2004 two-five) - YouTube,,CHAGE&ASKA|GO YAMAZATO,
2001-11-22,シスコンエンタテイメント,チキチキマシン猛レース,3,6,RCG,"￥3,600","￥3,500代",0,,,,,Hoyt Curtin,Larz Bourne Dalton Sandifer Tom Dagenais Michael Maltese,ウィリアム・ハンナ ジョセフ・バーベラ,
2001-12-01,エレクトロニック・アーツ・スクウェア,ハリー・ポッターと賢者の石,3,8,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-06,セガ,サクラ大戦GB2サンダーボルト作戦,3,8,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-13,ハドソン,ミニー＆フレンズ夢の国をさがして,3,7,ADV   ,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-14,シスコンエンタテイメント,LOONEYTUNESCOLLECTORマーシャンクエスト！,3,7,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2001-12-14,イマジニア,メダロット5すすたけ村の転校生カブトバージョン,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-14,イマジニア,メダロット5すすたけ村の転校生クワガタバージョン,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-14,シスコンエンタテイメント,ルーニー・テューンズコレクターマーシャンクエスト！,3,7,ACT,"￥3,700","￥3,500代",0,,,,,,,,
2001-12-21,キラット,わたしのキッチン,3,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2001-12-21,キングレコード,シャーマンキング超・占事略決ふんばり編,3,8,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2001-12-21,キングレコード,シャーマンキング超・占事略決メラメラ編,3,8,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2001-12-21,ビクター,きせかえハムスター,3,7,ETC,"￥4,200","￥4,000代",0,,,,,,,,
2001-12-21,エポック社,シルバニアファミリー3～星ふる夜のすなどけい～,3,7,ADV,"￥4,300","￥4,500代",0,,,,,,,,
2001-12-24,ポニーキャニオン,将棋3,2,4,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-07,コナミ,超GALS！寿蘭2ミラクル→ゲッティング,3,8,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-21,ハドソン,Dr.リンにきいてみて！恋のリン風水！,3,7,ADV   ,"￥3,980","￥4,000代",0,,,,,,,,
2002-03-01,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。算数バトル編スペシャルエディション,1,0,ETC,"￥2,680","￥2,500代",0,,,,,,,,
2002-03-01,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。社会バトル編スペシャルエディション,1,0,ETC,"￥2,680","￥2,500代",0,,,,,,,,
2002-03-01,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。国語バトル編スペシャルエディション,1,0,ETC,"￥2,680","￥2,500代",0,,,,,,,,
2002-03-01,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。理科バトル編スペシャルエディション,1,0,ETC,"￥2,680","￥2,500代",0,,,,,,,,
2002-03-01,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。国語算数理科社会常識の書スペシャルエディション,1,0,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2002-03-02,エム・ティー・オー,ハローキティのハッピーハウス,3,8,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2002-03-08,タイトー,モン★スタートラベラー,3,8,RPG,"￥4,300","￥4,500代",0,,豊田巧,みきや|堀正明,生頼範義|ろた公,服部克久,さとうようこ,,
2002-03-29,オメガ・プロジェクト,あざらし戦隊イナズマ～どきどき大作戦！？～,3,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2002-03-29,カプコン,バイオハザード外伝,3,7,ACT,"￥4,200","￥4,000代",0,,,キーロン・ウィーラー,ティム・ハル|加藤弘喜|ステファン・バーネット,シャヒード・アーマッド,加藤弘喜,サラ・トンプソン,
2002-04-05,エム・ティー・オー,なかよしクッキングシリーズ(5)こむぎちゃんのケーキをつくろう！,3,8,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2002-04-18,グローバル・A・エンタテインメン,冒険！ドンドコ島,3,7,SLG,"￥4,300","￥4,500代",0,,,,,,,,
2002-04-26,キラット,わたしのレストラン,3,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2002-06-28,バンプレスト,FromTVanimationONEPIECE幻のグランドライン冒険記！,2,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2002-07-26,デジタルキッズ,昆虫ファイターズ,3,7,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2002-08-09,バンプレスト,ドラゴンボールZ伝説の超戦士たち,3,7,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2002-08-09,カルチャーブレーン,ハムスター物語GB+マジハームの魔法少女,3,8,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2002-10-04,小学館/エポック社,ドラえもんのクイズボーイ2,3,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2003-06-05,Jウィング,漢字BOY3,3,8,ETC,"￥4,980","￥5,000代",0,,,,,,,,
2003-07-18,小学館/エポック社,ドラえもんのスタディボーイかんじよみかきマスター,3,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2003-09-01,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。整数小数分数単位計算の達人スペシャルエディション,1,0,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2003-12-01,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。整数小数分数単位漢字の達人スペシャルエディション,1,0,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2004-01-01,サンソフト,上海Pocketカラー,2,6,PZL,?,?,0,,,,,,,,
2004-01-01,イマジニア,内祝兄弟神技のパズルゲーム,1,1,?,非売品,非売品,0,,,,,,,,
2004-01-01,ジャガーインターナショナルコーポレーション,RakuxRaku-Mishin,2,6,ETC,?,?,0,,,,,,,,
2004-01-01,ハドソン,ロボットポンコッツコミックボンボンスペシャルバージョン,2,6,?,非売品,非売品,0,,,,,,,,
2004-01-01,ボトムアップ,グランデュエル体験版,3,7,?,非売品,非売品,0,,,,,,,,
2004-01-01,ハドソン,ボンバーマンMAXAINバージョン,3,7,?,非売品,非売品,0,,,,,,,,
2004-01-01,任天堂,モバイルトレーナー,3,7,ETC,?,?,0,,,,,,,,
