発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1990-07-06,ホットビィ,パラメデス,-,2,PZL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-07-06,カルチャーブレーン,飛龍の拳Ⅲ五人の龍戦士,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-07-07,バンプレスト,SDヒーロー総決戦倒せ悪の軍団,-,4,ACT,"￥6,300","￥6,500代",0,1,,飯野賢治,,青木健太,飯野賢治|平沢道也,三浦秀樹,,-,-,-,-,-,
1990-07-13,アテナ,wit's(ウイッツ),-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-07-20,テクモ,キャプテン翼Ⅱスーパーストライカー,31,5,SPT,"￥6,900","￥7,000代",0,1,,,,,山岸継司|斎藤幹雄|おかむらまゆこ,,,🟥赤,-,-,-,-,
1990-07-20,エピックソニー,ソルスティス三次元迷宮の狂獣,-,4,ACT,"￥5,900","￥6,000代",0,1,,,マイケル・ウェブ,マイケル・ウェブ|マーク・ウィルソン,ティム・フォリン,,ソルスティスチーム,-,-,-,-,-,
1990-07-20,日本物産,ニチブツマージャンⅢマージャンGメン,-,4,TBL,"￥6,400","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-07-20,タイトー,無頼戦士(ブライファイター),-,2,SHT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-07-20,アスミック,獣王記,-,4,ACT,"￥5,900","￥6,000代",0,1,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD),中林亨(AC)|長井和彦(MD),,,-,-,-,-,-,
1990-07-24,データイースト,ザ・ペナントリーグホームランナイター'90ペナントリーグ,-,4,SPT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-07-27,ビック東海,ゴルゴ13第二章イカロスの謎,-,4,ACT,"￥6,000","￥6,000代",0,1,,,もりもとりざえもん,いけだくにと|なかざわつとむ|やくしじみゆき|たかすぎよしみ,田崎寿子,,,-,-,-,-,-,
1990-07-27,ケイアミューズメントリース,ステッド遺跡惑星の野望,-,4,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-07-27,任天堂,Dr.マリオ(ドクターマリオ),31,2,PZL,"￥4,900","￥5,000代",153,1,,,,岩佐裕子,加藤達也|堤博明|YUKI KANESAKA,稲垣理一郎・Boichi,,⬜白,対戦,11位,12位,-,
1990-07-27,ハドソン,ビックリマンワールド激突聖戦士,-,5,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-07-27,ジャレコ,燃えプロ！'90感動編,-,5,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-07-31,学習研究社,MightandMagic(マイトアンドマジック),-,5,RPG,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-03,ココナッツジャパン,ゲームパーティー,-,4,ETC,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-03,ケムコ,ハッピーバースディバックス,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-08-08,カプコン,2010ストリートファイター,-,4,ACT,"￥5,800","￥6,000代",0,1,,,松嶋延幸|吉田幸司,山本尚司,民谷淳子,,,-,-,-,-,-,
1990-08-08,アスキー,忍者らホイ！痛快うんがちょこ忍法伝,-,6,RPG,"￥7,800","￥8,000代",0,1,,さくまあきら,,土居孝幸,関口和之,,アイ アンド エス,-,-,-,-,-,
1990-08-10,ナツメ,闇の仕事人KAGE,-,4,ACT,"￥5,900","￥6,000代",0,1,,,いしはらかずひこ,谷口俊一,水谷郁|山西浩一,,,-,-,-,-,-,
1990-08-10,ソフエル,タイタン,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-08-10,トーワチキ,ドラゴンファイター,-,4,ACT,"￥5,700","￥5,500代",0,1,,,,,アンソニー・サーシャハビッチ,,,-,-,-,-,-,
1990-08-10,バリエ,ぱられるワールド,-,4,PZL,"￥5,980","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-08-10,サンリツ電気,ピーパータイム,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-08-10,サンソフト,ラフ,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-10,パックインビデオ,川のぬし釣り,-,4,RPG,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-10,アスミック,日本一の名監督,-,5,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-08-11,バンダイ,SDガンダム外伝ナイトガンダム物語,-,5,RPG,"￥6,800","￥7,000代",0,1,,荻野目洋,,伴内弁太|島田晋作|粕谷小百合,安達春樹,,,-,-,-,-,-,
1990-08-11,トンキンハウス,ブロディアランド,-,4,PZL,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-21,ポニーキャニオン,孔雀王Ⅱ,-,4,ADV,"￥6,800","￥7,000代",0,1,,,SEXY DYNAMITE|BENJO KOUROGI,小玉理恵子(PHENIX RIE)|UD1|川口貴子,鎌谷千佳子,,,-,-,-,-,-,
1990-08-24,サンソフト,上海Ⅱ,-,4,PZL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-24,クエスト,魔天童子,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-30,ビクター音楽産業,雀豪,-,5,TBL,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-08-31,クエスト,ダンジョンキッド,-,4,ETC,"￥6,500","￥6,500代",0,1,,,,,岩田匡治,,,-,-,-,-,-,
1990-09-07,HAL研究所,宇宙警備隊SDF,-,4,SHT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-08,バンプレスト,SD戦国武将列伝烈火のごとく天下を盗れ！,-,4,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-08,ティーエスエス,ワールドボクシング,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-14,エポック社,ドラえもんギガゾンビの逆襲,-,5,RPG,"￥6,800","￥7,000代",0,1,,堀江正幸,おいかわさとし|しのみやさとし|わたなべやすお,長崎剛志|いなざわともえ,沓掛隆志,レッドカンパニー|ポップハウス,浮洲博,-,-,-,-,-,
1990-09-14,データイースト,リトルマジック,-,4,SLG,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-09-14,パックインビデオ,爆笑！スターものまね四天王,-,4,TBL,"￥6,200","￥6,000代",0,1,,,,,さいとうじゅんいち,,,-,-,-,-,-,
1990-09-15,光栄,維新の嵐,-,5,SLG,"￥11,800","￥12,000代",0,1,,,,,菅野よう子|山本光男,,シブサワ・コウ,-,-,-,-,-,
1990-09-21,タイトー,インセクターX,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-21,ポニーキャニオン,田村光昭麻雀ゼミナール,-,4,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-28,ケムコ,ノースアンドサウスわくわく南北戦争,-,4,SLG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-09-28,ジャレコ,マジックジョン,-,4,ACT,"￥5,600","￥5,500代",0,1,,,,川野一博|小宮山慶太,澤和雄|田崎寿子,,,-,-,-,-,-,
1990-09-28,カプコン,ロックマン3Dr.ワイリーの最期！？,-,5,ACT,"￥6,500","￥6,500代",108,1,,,桑名正,黒川真圭|稲船敬二|岸本泰明|岩崎あけみ|木嶋美紀,藤田靖明,,藤原得郎,-,-,-,-,-,
1990-09-28,データイースト,探偵神宮寺三郎時の過ぎゆくままに・・・,-,4,ADV,"￥4,900","￥5,000代",0,1,,吉田穂積,淵上和男,寺田克也,酒井省吾|浜田誠一|三浦孝史|鈴木雄司|高浜祐輔|山仲清二,野島一成,竹内倫,-,-,-,-,-,
1990-10-05,トンキンハウス,ガンナック,-,4,SHT,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-10-12,テクノスジャパン,ダウンタウン熱血行進曲それゆけ大運動会,-,4,SPT,"￥6,200","￥6,000代",0,1,,関本弘之,南波靖一郎|松本康宏|熊谷慎太郎,根立克行(キャラ担当)|東郷和代(背景担当),澤和雄,,,-,対戦,02位,-,-,
1990-10-19,東映動画,ブラッディウァリアーズシャンゴーの逆襲,-,5,RPG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-10-19,徳間書店,まじゃべんちゃー麻雀戦記,-,4,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-10-19,コナミ,悪魔城すぺしゃるぼくドラキュラくん,-,4,ACT,"￥5,800","￥6,000代",0,1,,村田司朗,村田司朗|蛭子悦延|山本泰弘,吉本陽一|吉本陽一|藤岡謙治|矢内一則,田坂真二|宮脇聡子,,,-,-,-,-,-,
1990-10-21,ポニーキャニオン,シャッフルパックカフェ,-,4,SPT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-10-25,バンダイ,おえかキッズアンパンマンとおえかきしよう,-,4,ETC,"￥13,800","￥14,000代",0,1,,,,,,,,-,-,-,-,-,
1990-10-26,A-WAVE,アストロファング,-,4,RCG,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-10-26,サンソフト,なんてったって！！ベースボール,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,岩田義明,小高直樹,,,-,-,-,-,-,
1990-10-26,カプコン,水島新司の大甲子園,-,5,SLG,"￥6,500","￥6,500代",0,1,,,,,下村陽子,,,-,-,-,-,-,
1990-10-27,バンダイ,ドラゴンボールZ強襲！サイヤ人,-,5,RPG,"￥7,800","￥8,000代",0,1,,荻野目洋,しみずかずや|たかみやすし,荻野目洋,足立ハルキ,荻野目洋,バンダイ,-,-,-,-,-,
1990-10-27,ココナッツジャパン,パチ夫くん3帰ってきたパチ夫くん,33,5,TBL,"￥7,980","￥8,000代",0,1,,,,,,,川原慎(第1回 - 1996年12月)|佐藤哲也(1997年1月 - 2001年3月)|桜井卓也(2001年4月 - 最終回),-,-,-,-,-,
1990-11-02,九娯貿易,クロスファイヤー,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-11-02,光栄,三國志Ⅱ,30,5,SLG,"￥11,800","￥12,000代",0,1,,,,,向谷実,,シブサワ・コウ,-,-,-,-,-,
1990-11-02,ヘクト,京都財テク殺人事件(山村美紗サスペンスシリーズ),-,4,ADV,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1990-11-10,ユタカ,ラストハルマゲドン,-,6,ADV,"￥9,800","￥10,000代",0,1,,,渡辺裕志,飯島健男|武井一昌|小林功一郎|西塚耕一|中井覚,葉山宏治|猪瀬勝幸,飯島健男,,-,-,-,-,-,
1990-11-22,キャラクターソフト,サンリオカーニバル,-,2,PZL,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1990-11-29,ジャレコ,ふしぎなブロビー-ブロバニアの危機-,-,4,ACT,"￥5,900","￥6,000代",0,1,,,デイヴィッド・クレイン|リック・ブース,デイヴィッド・クレイン(英語版)|ガリー・キッチン(英語版)|Jesse Kapili,Mark Van Hecke,,,-,-,-,-,-,
1990-11-30,テクモ,テクモボウル,-,4,SPT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-11-30,コナミ,パロディウスだ！,-,4,SHT,"￥5,800","￥6,000代",0,1,,,徳田典,GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN,村岡一樹,,,-,-,-,-,-,
1990-11-30,エポック社,迷宮の達人大迷路,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,コナミ,ティーンエージミュータントニンジャタートルズ,-,5,ACT,"￥7,000","￥7,000代",0,1,,,,,山根ミチル,,,-,-,-,-,-,
1990-12-07,アスミック,ぎゅわんぶらあ自己中心派2,-,5,TBL,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,東宝,タイムズオブロア～失われたメダリオン,-,4,RPG,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,テクモ,テクモワールドカップサッカー,-,3,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,カプコン,パジャマヒーローNEMO,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,ビスコ,グレートボクシングRUSHUP(ラッシュアップ),-,4,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,ジャレコ,西遊記ワールドⅡ天上界の魔神,-,4,ACT,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-07,フェイス,千代の富士の大銀杏,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-08,ナムコ,ワギャンランド2,-,5,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-12,光栄,ファミコントップマネジメント,-,5,SLG,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-13,アスキー,ベストプレープロ野球'90,-,5,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-14,ハドソン,KLAX(クラックス),-,3,PZL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-14,サンソフト,グレムリン2-新種誕生-,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,ジェリー・ゴールドスミス,チャーリー・ハース,,-,-,-,-,-,
1990-12-14,サミー工業,龍牙忍者クルセイダーズ,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-14,ビック東海,まじかるキッズどろぴー,-,4,ACT,"￥6,000","￥6,000代",0,1,,,T.ISHIHARA|岡田覚|蛭田浩二,t.seki|S.KAGAWA,横山清|加瀬正紀,,,-,-,-,-,-,
1990-12-14,ジャレコ,メタルフレームサイバスター,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-14,バンプレスト,必殺仕事人のさばる悪のある限り、仕事人の血が騒ぐ,-,5,ADV,"￥7,600","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-14,メルダック,暴れん坊天狗,-,4,ACT,"￥6,500","￥6,500代",0,1,,中潟憲雄,平松邦仁,大久保高嶺|吉羽孝雄|Shin-ichi Ogawa,中潟憲雄|大久保高嶺,,河副純一郎,-,-,-,-,-,
1990-12-19,アスミック,ジャンピンキッドジャックと豆の木ものがたり,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-19,アイレム,パーマン,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,若草恵,渡辺歩,,-,-,-,-,-,
1990-12-20,アイジーエス,バトルスタジアム選抜プロ野球,-,4,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-21,トミー,メカ生命体ゾイド黙示録,-,4,SLG,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-12-21,アテナ,剣の達人ソードマスター,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-21,ポニーキャニオン,バーズテイル知られざる物語,-,5,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-21,ナムコ,ファミスタ'91,-,4,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-21,データイースト,大怪獣デブラス,-,4,SLG,"￥6,500","￥6,500代",0,1,,そぎよういち,,みしまひろみ|むらたとしゆき|かわぐちしゅうじ,酒井省吾|桃井聖司|岩崎正明,神谷春輝,中本博通,-,-,-,-,-,
1990-12-21,パックインビデオ,地獄極楽丸,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-22,バンダイ,SDガンダムガチャポン戦士3英雄戦記,-,4,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-12-22,シグマ商事,ムサシの冒険,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,吉田晶彦|ほりえとよじ,岩田匡治,ほりえとよじ,,-,-,-,-,-,
1990-12-26,HAL研究所,NEWゴーストバスターズ2,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,亀卦川佳史(制作プロデューサー),-,-,-,-,-,
1990-12-26,HAL研究所,アドベンチャーズオブロロⅡ,-,4,PZL,"￥5,900","￥6,000代",0,1,,,,,金指英樹,,,-,-,-,-,-,
1990-12-29,ココナッツジャパン,爆笑！愛の劇場,-,4,TBL,"￥7,300","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-01-04,ナムコ,じゅうべえくえすと,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,六土開正,,,-,-,-,-,-,
1991-01-05,コナミ,ワイワイワールド2SOS！パセリ城,-,5,ACT,"￥6,500","￥6,500代",0,1,,,青山和浩|小川光章|山口誠|吉田晃之,汾陽桂太|いしはらかずみち|福田裕貴,坂倉雄一|松原健一|宮脇聡子,,,-,-,-,-,-,
1991-01-25,ハドソン,ジャッキーチェン,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-01-25,ナツメ,ドラドラドラ幸運を呼ぶゲーム,-,4,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-01-25,コナミ,夢ペンギン物語,-,4,ACT,"￥5,800","￥6,000代",0,1,,,井上秀登|ひがしとしふみ,T.TAKAKI|しんどうまさみつ,鈴木勝彦|藤尾敦,,,-,-,-,-,-,
1991-01-30,アルトロン,ペーパーボーイ,-,2,ACT,"￥5,500","￥5,500代",0,1,,,ジョン・サルウィッツ,デイヴ・ラルストン,ハル・キャノン|アール・ヴィッカーズ,,,-,-,-,-,-,
1991-01-31,ヘクト,ゴルフグランドスラム,-,4,SPT,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-08,データイースト,ダークロード,-,5,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-02-08,アテナ,チャンピオンシップボーリング,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-02-08,キングレコード,赤川次郎の幽霊列車,-,5,ADV,"￥6,800","￥7,000代",0,1,,,,,,長野洋|岡本喜八|松木ひろし|窪田篤人|渡邉祐介|長野洋|尾中洋一,,-,-,-,-,-,
1991-02-15,エポック社,パラソルヘンべえおとぎの国は大さわぎ！,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-15,アイマックス,ファミコン将棋竜王戦,-,4,TBL,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-15,バップ,マックスウォーリアー～惑星戒厳令～,-,4,SHT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-02-15,A-WAVE,ミニパット,-,4,SPT,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-22,カプコン,井出洋介名人の実践麻雀Ⅱ,-,5,TBL,"￥8,500","￥8,500代",0,1,,,,,富樫則彦,,,-,-,-,-,-,
1991-02-22,テクノスジャパン,双截龍ⅢTheRosettaStone,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-02-22,ビクター音楽産業,虹のシルクロード～ジグザグ冒険記～,-,5,RPG,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-26,バリエ,グランドマスター,-,5,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-02-28,サンソフト,なんてったってベースボール子ガメカセットOBオールスター編,-,5,SPT,"￥2,280","￥2,500代",0,1,,,,,,,,-,-,-,-,-,
1991-03-01,カルチャーブレーン,スーパーチャイニーズ3,-,4,RPG,"￥6,300","￥6,500代",0,1,,阿迦手観屋夢之助,たちばなあきら,しいなつかさ|かわはらひとみ|ましばけいこ,沢彰記,さとうけんたろう,阿迦手観屋夢之助,-,-,-,-,-,
1991-03-01,タイトー,究極ハリキリスタジアムⅢ,-,4,SPT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-08,ポニーキャニオン,AdvancedDungeon＆Dragonsヒーローオブランス,-,4,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-08,ナムコ,ナムコット麻雀Ⅲマージャン天国,-,4,TBL,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-15,コナミ,ガンサイト,-,4,SHT,"￥6,000","￥6,000代",0,1,,,,すめらぎ琥珀,あり,かずきふみ,,-,-,-,-,-,
1991-03-15,東宝,ふしぎの海のナディア,-,4,SLG,"￥6,500","￥6,500代",0,1,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,-,-,-,-,-,
1991-03-15,光栄,大航海時代,-,6,SLG,"￥11,800","￥12,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-21,ポニーキャニオン,AdvancedDungeon＆Dragonsヒルズファー,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-21,アスキー,いただきストリート私のお店によってって,-,4,ETC,"￥6,800","￥7,000代",0,1,,,大森田不可止,堀井雄二|荒井清和,上野利幸,,,-,-,-,-,-,
1991-03-21,ポニーキャニオン,シャドウブレイン,-,4,RPG,"￥9,800","￥10,000代",0,1,,,,長沢英夫|今井修司|野田弘一|スクリーミング・マッド・ジョージ,中村一気|大野木宜幸|高見沢俊彦,千葉智宏|黒田洋介,小尾一介,-,-,-,-,-,
1991-03-21,バンダイ,まじかる☆タルるートくんFANTASTICWORLD(ファンタスティックワールド),-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,LOVE PSYCHEDELICO,,,🟦青,-,-,-,-,
1991-03-22,タイトー,爆笑！！人生劇場2,-,4,TBL,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-26,バンダイ,おえかキッズアンパンマンのひらがなだいすき,-,4,ETC,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-03-29,キャラクターソフト,けろけろけろっぴの大冒険,-,2,ACT,"￥3,980","￥4,000代",0,1,,,,,ナオト・インティライミ(作詞・作曲),,,-,-,-,-,-,
1991-03-29,ジャレコ,忍者じゃじゃ丸銀河大作戦,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,高芝泰彦|鈴木康行,,,-,-,-,-,-,
1991-03-29,東映動画,北斗の拳4七星覇拳伝北斗神拳の彼方へ,-,5,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-04-02,データイースト,ロボコップ2,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,レナード・ローゼンマン,キャラクター創造|エドワード・ニューマイヤー|マイケル・マイナー,,-,-,-,-,-,
1991-04-05,アトラス,ニューヨークニャンキーズ,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-04-05,テクモ,おぼっちゃまくん,-,4,ETC,"￥6,500","￥6,500代",0,1,,,,藤田宗克,宮原恵太,桶谷顕|桜井正明|真保裕一ほか,,-,-,-,-,-,
1991-04-05,カプコン,天地を喰らうⅡ諸葛孔明伝,-,6,RPG,"￥8,500","￥8,500代",0,1,,,上山真一,藤原得郎|岡本吉起|竹中善則,藤田靖明,,,-,-,-,-,-,
1991-04-12,徳間書店,ゴルビーのパイプライン大作戦,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,若林賢人,迫田敏明,,,-,-,-,-,-,
1991-04-12,ビスコ,ツインイーグル,-,4,SHT,"￥5,800","￥6,000代",0,1,,,,K.SATO|玖村麻子|かさじまみゆき|たけだみつひろ,四元久|鈴木隆之|Conrad T. Kozawa,,富士本淳,-,-,-,-,-,
1991-04-21,アテナ,ファミリーブロック,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1991-04-25,ヘクト,麻雀倶楽部永田町-総裁戦-,-,6,TBL,"￥9,700","￥9,500代",0,1,,つるやじゅん,さとうしょうじ,おだちひろよ|さかいゆきお,,,関雅行,-,-,-,-,-,
1991-04-26,サミー工業,ガンデック(GUN-DEC),-,4,ACT,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,ホットビィ,オーバーホライゾン,-,4,SHT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,タイトー,タイトーバスケットボール,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,セタ,マジックダーツ,-,4,TBL,"￥7,700","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,コナミ,ラグランジュポイント,-,6,RPG,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,ハドソン,高橋名人の冒険島Ⅱ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-04-26,東映動画,紫禁城,-,4,PZL,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1991-05-03,タケル,ココロン,-,5,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-05-17,ホットビィ,パラメデスⅡ,-,2,PZL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1991-05-17,シグマ商事,ファジカルファイター,-,4,SHT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-05-23,光栄,ランペルール,-,5,SLG,"￥11,800","￥12,000代",0,1,,,,,石黒彰,,シブサワ・コウ,-,-,-,-,-,
1991-05-24,タイトー,テトラスター,-,5,SHT,"￥7,400","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-05-24,データイースト,メタルマックス,-,5,RPG,"￥7,800","￥8,000代",0,1,,吉田穂積|兼安時紀,菅原康弘|福島純|田内智樹,宮岡寛|きむらはじめ|とみさわ昭仁|山本貴嗣,門倉聡,,桝田省治,-,-,-,-,-,
1991-05-31,ヒューマン,エジプト,-,2,PZL,"￥3,800","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1991-05-31,サンソフト,なんてったってベースボール子ガメカセット'91開幕編,-,5,SPT,"￥2,280","￥2,500代",0,1,,,,,,,,-,-,-,-,-,
1991-06-21,テクモ,忍者龍剣伝Ⅲ～黄泉の方舟～,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-06-21,カルチャーブレーン,飛龍の拳スペシャルファイティングウォーズ,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-06-28,ポニーキャニオン,AdvancedDungeon＆Dragonsプールオブレイディアンス,-,6,RPG,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
